source,target,weight
free,place,1734
good,huge,1895
good,quick,1579
good,room,2150
helpful,staff,1574
huge,place,2066
lot,restaurant,1654
many,place,3326
next,restaurant,1507
nice,night,1977
nice,one,4223
nice,restaurant,2745
nice,room,1833
nice,table,1916
nice,thing,2177
nice,two,1787
nice,u,2546
nice,want,1627
night,place,4066
night,restaurant,1990
night,staff,1603
night,table,1641
night,u,2170
one,restaurant,4571
one,room,2260
one,staff,3524
one,table,3320
one,two,3841
place,restaurant,5749
place,room,2471
place,table,4289
place,three,1517
place,u,5148
restaurant,staff,2258
restaurant,table,2666
restaurant,thing,1961
restaurant,u,2900
room,staff,1764
staff,thing,1677
staff,u,2127
table,two,1665
table,u,2895
thing,two,1672
thing,u,2022
two,u,2176
chicken,food,4991
chicken,salad,1650
chicken,time,2838
definitely,love,1603
definitely,much,1582
first,love,1652
first,wait,1531
food,hot,2578
food,lunch,3523
food,much,4605
food,option,2335
food,salad,3339
food,sandwich,2581
food,soup,1774
food,wasnt,2963
hot,time,1855
long,wait,1866
lunch,time,2382
amazing,great,4131
bit,great,2688
great,though,2305
back,meal,2451
back,menu,3359
food,went,4630
like,meal,2652
meal,ordered,2173
menu,ordered,2553
menu,went,1729
ordered,went,2251
actually,time,1734
also,bar,2151
also,cant,1777
also,ever,1889
also,feel,1621
also,food,6989
also,price,2679
also,taste,1612
also,tried,1825
bad,dont,1560
bar,dont,1641
bar,even,1596
bar,food,4054
bar,good,3852
bar,time,2910
breakfast,food,2125
cant,dont,1547
cant,even,1594
cant,time,2626
cheese,food,3330
chicken,dont,1552
dessert,good,1697
dont,ever,1822
dont,price,2152
egg,food,1682
egg,good,1616
even,price,1957
ever,food,3367
ever,time,2997
feel,good,2514
food,fried,2472
food,meat,2188
food,pizza,1608
food,potato,1714
food,price,5240
food,shrimp,2047
food,taste,2936
good,meat,2220
good,potato,1791
good,price,5382
good,shrimp,2031
good,taste,3039
meat,time,1507
pizza,time,1501
price,time,3542
taste,time,1950
5,great,2118
5,service,1903
5,would,1950
also,amazing,2318
also,another,1741
also,around,2084
also,came,2822
also,could,2696
also,didnt,2757
also,drink,2344
also,experience,2394
also,first,2935
also,give,1956
also,got,3612
also,last,1518
also,made,2578
also,make,3203
also,night,2215
also,one,5719
also,ordered,3094
also,restaurant,3305
also,room,1541
also,small,1940
also,star,1763
also,table,2391
also,take,2219
also,u,2948
also,wasnt,1756
amazing,friendly,1698
amazing,got,1726
amazing,one,2514
amazing,place,4504
amazing,restaurant,1726
amazing,service,3097
amazing,staff,1755
amazing,try,1645
amazing,u,1604
another,came,1607
another,first,1622
another,one,2821
another,ordered,1577
another,service,2340
another,u,1776
another,would,2427
around,got,1910
around,make,1546
around,service,2403
asked,came,1715
asked,could,1680
asked,didnt,1678
asked,got,1703
asked,one,2344
asked,ordered,1542
asked,place,2207
asked,service,2179
asked,u,1878
asked,would,2305
bad,great,1904
bad,one,2219
bad,place,2979
bad,service,2250
bad,would,1861
bar,drink,2630
bar,friendly,1593
bar,menu,1699
bar,night,1839
bar,one,2740
bar,restaurant,1855
bar,service,2735
bar,staff,1540
bar,table,1747
bar,u,1771
bar,would,2249
busy,service,1651
came,didnt,2609
came,drink,1970
came,first,2479
came,friendly,1675
came,got,3031
came,great,3741
came,make,1836
came,night,1800
came,ordered,3310
came,place,4773
came,restaurant,2491
came,service,3964
came,staff,1540
came,table,2297
came,take,1552
came,u,3186
came,wasnt,1586
could,didnt,2285
could,drink,1547
could,first,2217
could,friendly,1560
could,got,2578
could,great,3538
could,ordered,2175
could,service,3445
could,take,1653
could,think,1615
day,didnt,1978
day,first,2109
day,got,2310
day,make,2045
day,ordered,1552
day,restaurant,1617
day,service,3055
decided,one,1503
decided,place,1900
didnt,drink,1719
didnt,made,1874
didnt,make,2122
didnt,menu,1759
didnt,next,1556
didnt,night,1544
didnt,ordered,2589
didnt,restaurant,2054
didnt,service,3524
didnt,staff,1562
didnt,table,1867
didnt,take,1668
didnt,think,1717
didnt,told,1537
didnt,try,2095
didnt,wasnt,1895
didnt,would,3821
drink,first,1696
drink,friendly,1549
drink,got,1984
drink,great,4087
drink,make,1674
drink,menu,1969
drink,night,1910
drink,one,3149
drink,ordered,2054
drink,place,4739
drink,restaurant,1898
drink,service,3393
drink,staff,1557
drink,table,1994
drink,try,1544
drink,u,2238
drink,would,2699
egg,place,1537
experience,friendly,1749
experience,got,2100
experience,make,1989
experience,menu,1551
experience,ordered,1886
experience,place,3974
experience,staff,1896
experience,table,1619
experience,try,1582
feel,great,2353
feel,make,1810
feel,one,2051
feel,service,1771
feel,would,1729
first,friendly,1849
first,got,2858
first,last,1547
first,made,2038
first,menu,1890
first,next,1650
first,night,1673
first,ordered,2488
first,restaurant,2334
first,service,3605
first,staff,1835
first,table,1798
first,take,1661
first,think,1573
first,try,2154
friendly,got,1910
friendly,made,1664
friendly,make,2031
friendly,one,3364
friendly,ordered,1614
friendly,restaurant,2196
friendly,try,1916
friendly,u,2025
friendly,would,2984
gave,place,1528
give,got,1666
give,make,1559
give,place,3787
give,service,2558
give,try,2105
got,made,2194
got,make,2282
got,menu,1988
got,next,1773
got,night,1841
got,one,4677
got,ordered,2848
got,restaurant,2324
got,service,4144
got,staff,1759
got,star,1564
got,table,2145
got,take,1822
got,think,1846
got,told,1564
got,try,2442
got,u,3124
got,wasnt,1906
got,would,4179
great,kind,1642
great,last,2178
great,looking,2282
great,made,3635
great,night,3566
great,ordered,3781
great,restaurant,5034
great,room,2381
great,small,2648
great,star,2507
great,think,2718
guy,place,1689
hotel,room,1888
kind,place,2330
last,night,1816
last,one,2354
left,service,1660
long,one,2268
long,service,2067
long,would,1895
looked,place,1650
looking,one,1919
looking,place,3041
looking,service,1639
made,make,2072
made,menu,1671
made,ordered,1981
made,place,4249
made,service,3023
made,staff,1650
made,table,1562
made,try,1752
made,u,2459
make,night,1507
make,restaurant,2330
make,table,1736
make,u,2277
menu,night,1538
menu,restaurant,3020
menu,service,3708
menu,table,2051
night,ordered,1715
night,would,2675
one,taste,1985
ordered,restaurant,2998
ordered,small,1518
ordered,table,2329
ordered,u,2945
ordered,wasnt,1749
place,small,3557
place,taste,2789
place,thought,1926
place,wasnt,2993
restaurant,small,1699
restaurant,think,1634
restaurant,try,2468
room,service,1798
room,would,2024
service,small,2090
service,staff,3152
service,table,3440
service,taste,1703
service,told,1822
service,u,4495
service,wasnt,2186
staff,try,1642
table,try,1611
table,would,2865
take,u,1798
taste,would,1768
thought,would,1888
told,u,1785
coffee,food,1622
coffee,great,1844
customer,food,2187
customer,service,4081
food,great,14697
better,come,1561
better,food,4262
better,ordered,1652
better,place,4398
better,price,1643
better,way,1506
burger,food,2283
burger,place,2231
come,ordered,2246
come,price,1692
eat,ordered,1728
eat,place,4215
especially,food,1601
especially,place,1614
everything,place,3839
everything,would,2232
food,took,3061
much,ordered,1884
much,price,1811
much,way,1840
ordered,took,1667
ordered,way,1629
place,price,5163
place,took,2737
place,way,4081
price,would,2950
took,would,2348
way,would,2872
good,however,2205
good,top,1952
great,minute,2059
great,overall,2091
great,top,1731
overall,place,2218
place,top,2171
drink,food,5220
drink,get,3230
drink,go,2824
drink,like,3141
drink,nice,1954
enjoy,food,1817
experience,nice,1898
food,new,3552
food,nothing,2302
go,new,2621
go,nice,3706
go,restaurant,3598
like,new,3029
never,staff,1680
new,nice,1731
new,restaurant,1863
new,staff,1684
nice,wait,1584
restaurant,wait,1808
staff,wait,2175
also,better,2122
also,everything,2057
also,know,2264
also,never,2373
also,said,1743
also,side,1977
also,something,1744
also,sure,2071
also,want,2159
anything,like,1793
ask,food,1836
ask,place,1673
asked,food,2378
asked,like,2073
asked,said,1845
better,didnt,1560
better,order,1566
better,u,1595
cheese,order,1573
cheese,ordered,1937
cheese,place,3346
didnt,food,4519
didnt,order,2335
didnt,said,2021
didnt,sure,1571
didnt,want,1832
drink,much,1507
drink,order,2135
everything,like,2572
everything,u,1525
food,know,3607
food,let,1765
food,put,1594
food,side,3228
food,sure,3360
food,taco,1667
food,wanted,2020
know,like,3619
know,make,2104
know,much,1723
know,order,1784
know,ordered,1535
know,place,4264
know,want,1558
know,would,2868
let,like,1640
let,place,1976
like,said,2822
like,side,2477
like,sure,2826
like,wanted,1998
make,never,2047
make,sure,2992
much,order,1847
much,want,1521
never,ordered,1691
never,said,1597
never,would,3203
order,side,1560
order,u,2628
ordered,said,1825
ordered,side,1844
place,put,1839
place,said,3000
place,side,3036
place,something,3212
place,sure,3585
place,thats,2340
place,wanted,2340
said,u,2025
said,would,2938
side,would,2093
sure,u,1608
sure,would,2510
came,price,1560
delicious,even,1863
delicious,got,2186
delicious,great,4926
delicious,time,3677
even,got,3017
even,great,4550
got,price,1905
got,time,5278
put,time,1646
around,best,1669
awesome,back,1707
awesome,one,1547
awesome,place,3130
back,bar,2486
back,cheese,2126
back,coming,2168
back,dinner,2117
back,drink,2958
back,every,1884
back,got,4966
back,know,2903
back,look,1869
back,side,2129
back,took,2725
back,two,2894
back,wasnt,2415
best,drink,1605
best,every,1633
best,got,2176
best,know,1685
best,made,1936
best,meal,1764
best,one,4964
best,pretty,1525
best,sauce,1606
best,thing,2127
burger,fry,1939
cheese,got,1662
coming,place,1902
cool,place,1747
dinner,one,2112
drink,even,2001
drink,pretty,1503
even,know,2361
even,meal,1598
even,two,2020
even,wasnt,1645
every,one,2479
every,place,3224
everyone,place,1897
got,know,2048
got,meal,1678
got,minute,2020
got,pretty,2148
got,sauce,1638
got,side,1620
got,thing,2360
got,took,1939
got,two,2142
got,wanted,1569
know,made,1511
know,thing,1913
look,one,2091
look,place,2780
meal,one,2686
minute,took,1733
one,put,1566
one,side,2354
part,place,1560
place,pretty,4604
place,without,1736
better,good,4165
better,time,3404
better,try,1582
big,good,2472
big,great,1998
came,good,4934
came,server,1570
good,nothing,2218
good,ok,1976
great,large,1642
great,pizza,1831
great,server,2372
large,time,1504
another,back,2535
another,dont,1584
back,chicken,2526
back,decided,1545
back,dish,1809
back,ever,2591
back,ive,3265
back,still,2569
back,sweet,1506
back,table,3056
back,u,4429
bit,nice,1717
bit,restaurant,1504
chicken,get,2430
chicken,go,2301
chicken,got,1833
chicken,great,3272
chicken,ive,1503
chicken,nice,1644
chicken,one,2556
chicken,order,1885
chicken,restaurant,2100
chicken,sauce,1838
chicken,service,2596
chicken,try,1778
chicken,would,2199
decided,good,1730
definitely,dont,1684
definitely,get,3044
definitely,go,3031
definitely,good,4830
definitely,got,2331
definitely,ive,1899
definitely,one,3192
definitely,order,1709
definitely,u,1971
different,great,1888
dinner,go,1805
dinner,good,3144
dinner,u,1642
dish,get,1749
dish,go,1685
dish,good,3004
dish,great,2353
dish,menu,1702
dish,one,2104
dish,restaurant,2170
dish,service,2193
dish,would,1874
dont,got,2667
dont,ive,2720
dont,menu,2108
dont,restaurant,2551
dont,still,1748
dont,table,1898
dont,u,2272
especially,good,1622
ever,one,3194
ever,restaurant,1644
ever,service,2531
ever,would,2331
flavor,get,1862
flavor,go,1630
flavor,one,2059
flavor,service,1836
flavor,would,1817
fried,great,1635
get,meal,2359
get,menu,3003
get,still,2765
get,sweet,1507
get,table,3125
go,table,2606
go,u,3457
go,wanted,1746
going,got,1975
going,ive,1756
good,got,6146
good,still,3368
good,wanted,2155
got,nice,2740
got,order,2709
got,people,2161
got,still,1800
great,meal,2986
great,people,3773
great,quality,1804
great,sauce,2804
great,still,2528
great,sweet,1917
great,wanted,1704
ive,menu,1836
ive,one,4477
ive,order,2005
ive,restaurant,2284
ive,service,3601
ive,think,1638
ive,try,2065
ive,u,1515
ive,would,2763
meal,order,1765
meal,restaurant,2427
meal,service,2995
meal,table,1659
meal,u,1920
menu,nice,2200
menu,order,2510
menu,sauce,1632
nice,order,2061
nice,people,2307
nice,service,4375
nice,still,1505
one,overall,1611
one,still,2846
one,sweet,1587
order,still,1528
order,table,2309
overall,service,1766
overall,would,1623
people,restaurant,1955
people,table,1736
people,u,2216
restaurant,sauce,1840
restaurant,still,1545
service,still,2359
service,wanted,1695
still,u,1645
always,know,1579
away,go,1553
away,great,1736
away,would,1672
best,recommend,1706
best,think,1506
best,want,1550
best,would,3181
dont,know,3409
dont,need,1731
go,know,2976
go,year,1982
great,look,2125
great,want,2882
great,year,2420
know,love,1549
would,year,1785
busy,time,1797
getting,place,1819
ive,time,5376
need,place,2897
need,time,2521
nothing,place,2269
ok,place,1806
2,3,1626
2,great,2148
2,one,2402
one,year,2300
also,dish,1790
also,every,1796
also,favorite,1872
also,friend,2136
also,right,2212
beer,food,3059
beer,go,1609
beer,service,1739
dish,food,3544
dish,time,2076
enjoy,great,1573
every,great,2609
every,love,1507
every,service,2134
favorite,restaurant,1648
fish,food,1529
food,friend,3681
food,friendly,5817
food,half,1584
food,right,3382
friend,go,2475
friend,great,3305
friend,restaurant,1664
friend,service,2491
friend,time,3149
go,right,2545
half,time,1510
love,restaurant,1925
never,service,3490
order,right,1666
restaurant,right,1680
right,service,2577
right,time,3266
good,home,2303
much,staff,1658
price,reasonable,2010
price,staff,1898
beer,place,3119
came,nice,2366
came,people,1834
came,said,1929
food,owner,1687
food,super,2165
food,visit,2394
good,super,2137
great,said,2035
great,visit,2137
owner,place,1912
place,super,2607
place,visit,2537
actually,like,1814
chicken,like,2924
chicken,really,2215
dish,like,2171
dish,really,1690
enough,go,1664
enough,great,2014
enough,like,1999
enough,really,1514
go,wasnt,1950
great,meat,1651
like,meat,1747
like,perfect,1507
meal,really,2061
breakfast,service,1545
busy,food,2023
busy,get,1623
day,food,3671
excellent,service,3228
food,served,2024
friendly,get,3308
get,lunch,1936
great,lunch,2793
lunch,service,2190
always,get,3884
better,get,3173
food,fry,2442
food,youre,2192
fry,time,1555
get,long,2349
get,night,2755
get,spot,1536
get,usually,1560
get,youre,1925
night,time,3321
place,spot,2341
place,usually,1685
amazing,good,3240
away,good,1993
away,like,1749
away,one,1915
away,place,2287
awesome,great,3064
awesome,like,1663
cooked,place,1580
definitely,ordered,2073
definitely,price,1688
definitely,went,1775
dinner,ordered,1611
dish,ordered,1703
dish,place,2814
enough,one,2065
enough,place,2585
enough,would,1705
good,high,1511
good,know,3886
good,look,2513
good,looked,1753
good,outside,1868
good,portion,2168
good,recommend,3133
good,side,3350
good,small,3344
good,special,2771
good,tasted,1766
good,youre,2287
great,local,1774
great,outside,1619
great,portion,1657
great,pretty,3212
great,review,2295
great,shrimp,1567
great,side,2477
great,special,2414
great,wait,3129
great,work,2292
high,place,1618
hour,place,2858
however,like,1695
however,one,1727
however,would,1674
know,try,1566
know,went,1687
least,place,1532
like,looked,1785
like,overall,1664
like,price,3391
like,small,2497
like,special,1917
like,tasted,1928
like,visit,1781
like,youre,1991
local,place,1930
meat,place,2073
minute,went,1574
much,went,1799
one,recommend,2214
one,special,1889
one,visit,1920
one,went,3815
one,work,2169
one,youre,1772
ordered,pretty,1805
ordered,salad,1690
outside,place,2062
place,portion,1872
place,shrimp,1727
place,special,2756
place,tasted,1568
place,trying,1533
place,work,2604
pretty,price,1602
price,try,1577
price,went,1557
special,would,1563
try,went,1844
visit,would,1522
wait,went,1555
10,food,1738
10,place,1725
10,time,1601
also,definitely,2853
also,find,1693
also,hour,1627
also,ive,2993
also,review,1613
also,say,2133
also,though,1793
also,way,2291
better,dont,1951
better,go,2659
better,ive,1846
better,really,2326
definitely,made,1665
definitely,really,2986
dont,made,1845
dont,say,2100
dont,way,2150
enjoy,place,1891
everyone,great,1675
family,food,2017
family,great,1824
family,time,1523
find,go,1908
find,like,2375
find,time,2487
food,getting,1513
food,ive,4976
food,local,1681
food,say,3702
food,work,1904
get,say,3041
getting,like,1507
go,hour,2042
go,made,2694
go,price,3002
go,say,2728
go,way,3160
great,say,2839
ive,love,2169
ive,made,1592
ive,price,1749
ive,say,1736
like,made,3397
like,say,3182
live,place,1551
love,price,1597
made,really,2615
made,way,1539
place,say,4003
place,whole,1513
really,say,2298
say,time,3455
time,work,2522
also,people,2457
id,like,1653
id,place,1927
like,spot,1610
even,night,1816
even,something,1560
also,back,4733
also,come,2967
awesome,get,1725
awesome,really,1550
awesome,time,1971
back,hot,1510
back,super,1546
back,sure,2768
come,friendly,1870
come,pretty,1730
come,sure,1512
friendly,like,3479
friendly,really,3000
friendly,super,1795
get,hot,1726
get,super,1574
get,sure,2812
good,guy,1514
good,hot,2521
good,sure,3419
guy,time,1513
hot,one,1746
nice,ordered,2251
nice,really,4410
nice,sure,1602
one,sure,2779
really,super,1515
really,sure,2199
super,time,1823
sure,time,3261
ive,ordered,1768
delicious,friendly,2554
delicious,like,3097
delicious,little,2070
delicious,staff,1935
food,found,1774
fresh,like,2446
fresh,would,1835
friendly,little,2057
home,would,1594
little,staff,1891
area,friendly,1609
found,place,2388
good,week,1630
love,staff,2211
place,week,1834
food,highly,1649
recommend,service,2895
definitely,didnt,1696
didnt,time,4474
great,helpful,1533
great,wonderful,1829
10,good,1576
also,area,2144
also,im,3033
also,little,3183
also,many,1800
also,wait,1980
also,year,1523
amazing,food,4611
amazing,get,2518
amazing,go,2515
amazing,love,1818
amazing,really,2092
amazing,time,2983
area,im,1526
around,dont,1802
around,go,2489
around,im,1608
around,like,2926
around,little,1502
around,people,1660
bar,beer,1783
bar,really,2167
beer,get,1709
dont,experience,1926
dont,first,2358
dont,im,3011
dont,many,1511
dont,staff,2002
experience,little,1591
experience,people,1574
first,go,3458
first,good,4794
first,people,1877
food,look,2178
food,probably,2017
food,week,1521
food,year,2350
fun,place,1881
get,im,4303
get,kind,1605
get,many,2244
get,side,2209
get,week,1609
get,year,2206
go,many,1989
go,side,1954
good,year,2509
great,week,1606
great,worth,2241
hour,service,2270
im,love,2173
im,people,2006
im,staff,1841
im,think,1844
im,time,4973
im,way,1915
kind,like,1917
kind,time,1684
like,probably,1749
little,side,1588
little,way,1743
look,service,1682
look,time,2224
many,service,2085
music,place,1512
people,staff,1570
people,way,1618
pizza,place,2184
place,year,2834
really,side,1874
service,side,2078
service,way,2744
service,year,1895
side,time,2411
staff,time,4324
time,week,1886
time,year,2868
2,back,2127
2,get,2421
2,go,1972
2,place,2856
2,would,2194
back,didnt,3999
back,eat,2151
back,give,2431
came,go,2886
came,minute,1923
came,order,2470
came,still,1582
came,took,1784
came,two,1907
came,went,2161
could,order,2054
could,people,1888
could,said,1862
could,took,1508
could,went,2171
didnt,minute,1687
didnt,nice,2257
didnt,people,1841
didnt,still,1581
didnt,two,1807
didnt,went,2438
eat,get,2511
food,inside,1738
food,told,1902
get,line,1566
get,said,2720
give,go,2337
give,order,1549
go,took,1988
go,two,2559
inside,place,1938
line,place,1620
minute,restaurant,1540
nice,went,2255
order,took,1798
order,two,1948
people,two,1789
people,went,1828
place,still,3507
restaurant,went,2042
said,went,1742
still,went,1511
two,went,1728
always,delicious,1735
always,price,1655
check,food,2061
check,place,2204
check,service,1678
check,time,1940
clean,food,1998
clean,friendly,1831
clean,service,1721
clean,time,1805
delicious,ive,1890
delicious,love,2124
delicious,place,5500
food,selection,2138
friendly,ive,1943
friendly,price,2113
ive,staff,1907
place,selection,2476
price,service,3795
selection,time,1565
know,little,1699
best,restaurant,2747
best,say,1796
good,say,3755
really,restaurant,3261
restaurant,say,1769
flavor,food,2900
flavor,like,2393
flavor,time,1990
give,time,3055
like,two,3125
menu,pretty,1636
sure,try,1501
time,two,3588
try,two,1513
try,way,1580
disappointed,time,1521
enough,time,2188
second,time,1829
amazing,best,2347
amazing,well,1769
best,could,1870
best,didnt,1548
best,friend,1504
best,get,4099
best,night,1518
best,way,1692
best,well,2538
coffee,good,2062
could,dont,2323
could,know,1834
could,way,1831
could,well,2326
couple,time,1680
cream,ice,1863
definitely,well,2343
didnt,dont,2452
didnt,good,4759
didnt,pretty,1760
didnt,well,2316
dont,friend,1528
dont,night,1632
dont,well,2640
found,one,1804
found,time,1787
friend,get,2502
friend,good,3563
friend,got,1802
friend,one,2757
friend,well,1681
get,well,4324
good,thought,2012
got,way,2053
got,well,2737
know,time,3738
know,well,2058
thought,time,1708
way,well,1945
cant,great,2648
delicious,table,1638
delicious,u,1972
even,much,2309
even,say,2023
even,table,2058
even,u,3090
experience,much,1706
experience,say,1511
much,say,1672
much,table,1522
say,u,1742
server,table,1675
server,u,2080
awesome,food,2794
cold,food,1538
come,drink,1852
drink,good,4424
drink,well,1954
food,looked,1506
fresh,nice,1614
fresh,restaurant,1725
fresh,well,1706
nice,well,2981
place,plate,1687
place,well,6330
restaurant,well,2714
5,get,2077
5,go,1662
5,time,2332
always,well,2035
away,food,2086
away,get,1855
away,time,1998
better,restaurant,1858
better,well,1736
day,definitely,1501
day,go,3020
day,new,1622
every,get,2523
every,really,1701
food,open,1533
food,portion,2573
food,seated,1644
fresh,get,2203
fresh,go,2036
fresh,great,3271
fresh,really,1936
fresh,time,2494
friendly,much,1587
friendly,new,1560
get,right,3043
get,taste,1823
get,visit,1650
give,well,1614
go,taste,1628
go,visit,1533
great,two,2994
much,restaurant,2140
much,right,1505
much,two,1625
new,time,3413
new,well,1947
pretty,u,1597
really,taste,1669
really,two,2312
restaurant,server,1707
right,u,1870
right,well,1868
time,visit,2502
two,well,1993
want,well,1722
ask,good,1626
chicken,ordered,2374
good,looking,2498
asked,even,1576
asked,get,2099
asked,good,2149
atmosphere,good,2879
cant,get,2646
cant,one,2430
drink,really,2386
even,menu,2107
even,restaurant,2514
good,told,1837
one,say,3281
ordered,say,1653
really,table,2394
im,price,1786
im,u,1942
food,outside,1888
2,really,1663
get,room,1982
need,one,2302
really,room,1538
room,time,2185
day,went,2099
experience,went,1921
made,went,1789
make,went,1923
dinner,time,2369
great,selection,2763
great,tasty,1980
much,service,3092
place,soup,1531
time,top,1731
come,go,3205
come,love,2067
place,stop,1750
back,beer,1690
back,many,1947
back,much,3125
back,new,2808
back,since,2381
back,taste,1618
back,year,1973
bar,nice,2002
bar,well,1811
bit,well,1666
delicious,drink,1534
delicious,get,2908
delicious,good,4791
delicious,thing,1523
delicious,well,2399
else,food,1724
else,get,1534
else,good,1732
even,everything,1689
even,new,1950
even,since,1625
even,well,2751
everything,get,2429
everything,good,3419
everything,service,2558
everything,well,1795
far,food,1559
far,good,1512
feel,get,2107
food,full,2078
food,since,2765
full,good,1951
full,service,1565
get,since,2490
good,new,3515
good,since,2879
good,spot,2303
know,nice,1704
know,service,2741
much,thing,1901
new,service,2797
new,thing,1558
nice,take,1592
service,since,2129
service,spot,1608
take,well,1871
thing,well,2376
2,service,2083
go,lunch,1832
attentive,food,1647
best,chicken,1814
best,much,1820
best,u,2030
food,must,1589
friendly,im,1912
hot,place,2456
im,restaurant,2214
im,sure,2729
im,table,1561
im,wasnt,1511
must,place,1660
one,week,1543
place,waitress,1702
restaurant,sure,1534
around,well,1735
could,like,3796
fantastic,great,1892
first,two,1982
first,well,2506
good,line,1525
got,hour,1601
got,see,1503
got,wait,1924
people,well,2116
wait,well,1772
well,worth,1781
better,got,1923
better,thing,1540
coffee,place,2172
free,get,1557
free,great,1581
friendly,recommend,1686
friendly,thing,1627
got,new,1817
got,review,1505
great,thing,3762
new,place,4233
could,im,2112
could,never,1919
service,took,2394
didnt,even,3056
eat,even,1608
eat,got,1595
eat,service,2428
even,never,2611
food,got,5598
got,never,2195
also,still,1942
asked,back,2339
away,back,1696
away,service,1635
awesome,service,2015
back,room,1852
big,like,1969
big,one,1852
come,could,2027
come,didnt,2190
come,even,2608
come,got,2504
come,know,1906
come,service,3914
come,still,1574
come,went,1820
even,friendly,2056
even,still,2009
friendly,went,1546
got,went,2975
like,night,2785
like,room,2012
like,still,2853
night,went,1948
one,top,1719
service,went,3638
u,went,2723
dont,every,1573
every,good,2641
excellent,good,2553
get,something,2491
getting,good,1694
ive,know,1739
know,people,1941
anything,get,1651
anything,time,1741
back,enough,1717
back,something,2171
came,im,1978
came,never,1871
came,really,2934
enough,get,2052
first,review,1526
first,still,1567
im,ordered,2111
im,review,1624
im,something,1526
im,still,1792
really,still,2086
friend,im,1577
friend,nice,1669
friend,place,4034
friend,try,1526
friend,went,1669
got,im,2652
im,nice,2362
im,try,2340
loved,place,2015
time,went,4552
also,new,2262
love,new,1568
also,delicious,3231
also,dinner,1643
also,since,1899
back,cant,2566
back,fresh,2168
cant,place,3422
come,delicious,1949
come,im,2407
come,make,2406
come,wait,1851
delicious,im,1817
delicious,make,1870
delicious,ordered,2507
delicious,sauce,1802
flavor,ordered,1656
flavor,place,2932
food,perfect,2123
food,pork,1608
food,spicy,1657
fresh,ordered,1514
great,since,2327
great,sure,2914
im,since,1521
like,since,2453
place,since,3177
place,sweet,2305
u,wait,1907
always,im,2055
best,fresh,1749
lunch,place,3169
perfect,time,1746
time,took,3192
best,came,1699
came,friend,1720
came,like,3772
definitely,even,1935
even,friend,1711
friend,like,2739
back,recommend,1916
came,little,2024
came,much,1855
could,little,2099
could,much,1969
got,little,2539
got,lot,1750
got,since,1595
little,went,1884
one,since,2513
since,would,2217
eating,food,1885
fry,good,2582
go,since,2106
nothing,service,1659
amazing,back,2791
cant,service,2079
ive,two,1612
service,two,2817
always,back,2291
always,try,1647
back,right,2746
best,first,1935
best,try,2423
best,wait,1587
didnt,right,1662
didnt,wait,1531
even,first,2655
even,said,1896
first,right,1663
first,said,1639
one,right,3009
one,spot,1669
place,right,3915
came,come,2547
came,know,1602
come,said,1547
get,home,1806
home,service,1591
said,time,3019
since,time,3000
say,service,2599
say,thing,1937
say,would,3061
also,see,1826
also,thing,2792
asked,go,1780
back,last,2126
back,work,1805
cant,go,2951
cant,would,1712
come,dont,2730
come,little,2116
come,made,1775
come,right,1644
come,thing,2047
come,two,1710
coming,good,1658
coming,great,1567
dont,give,1906
dont,right,1877
dont,two,1951
enough,service,1708
everyone,good,1613
get,last,2129
give,im,1592
go,last,1887
go,room,1548
go,small,1995
good,last,2640
good,left,1839
good,let,1793
good,made,4064
good,thats,2223
great,thats,1582
im,know,2118
im,made,1748
im,right,1697
im,thing,2287
im,two,1790
im,want,1691
know,restaurant,1655
little,made,1840
little,restaurant,2285
little,right,1634
little,small,1570
little,two,1585
little,u,2094
made,right,1502
one,thats,1813
ordered,right,1657
ordered,two,2106
right,thing,1546
right,would,2562
service,work,1927
didnt,im,2415
ever,im,1589
ever,never,1676
im,ive,3106
ive,never,2725
never,people,1760
back,clean,1509
back,lunch,1885
another,really,1754
coming,food,1811
could,going,1561
could,really,2894
food,need,2388
good,inside,1796
good,need,2611
need,service,2097
service,visit,1857
cheese,go,1953
dont,drink,1911
dont,never,2320
drink,little,1635
drink,time,3511
enough,food,2460
first,minute,1554
first,order,2226
first,thing,2223
got,love,1642
got,right,2064
got,want,1619
little,menu,2060
little,never,1520
make,right,1814
menu,thing,2014
never,thing,1773
place,sit,1532
place,walk,1554
got,say,1901
recommend,restaurant,1572
recommend,staff,1643
food,small,3214
like,took,2223
really,small,2003
also,eat,1851
also,took,1605
eat,great,2849
find,service,1836
find,would,1898
fresh,service,2532
friend,u,1939
friend,would,2534
go,sure,2487
new,would,2610
service,something,1927
service,sure,2431
best,come,2158
best,day,1810
best,menu,2038
come,every,1576
id,time,1580
coming,time,1669
fresh,one,2325
got,said,2070
always,come,2019
fresh,love,1521
2,also,1633
absolutely,food,1592
absolutely,place,1578
always,never,2208
best,experience,1978
best,make,2528
ever,make,1550
experience,ive,1879
experience,two,1508
ive,thing,2104
least,time,1552
make,two,1697
never,two,1508
table,time,3576
thing,way,1698
nice,though,1547
atmosphere,like,1632
atmosphere,place,2999
back,better,2590
back,friend,2675
back,price,2883
back,say,2799
came,say,1596
drink,friend,1516
drink,people,1560
food,old,1546
food,overall,2356
friendly,people,1632
like,old,1597
much,people,1751
old,place,1927
people,say,1536
say,try,1523
also,lunch,1607
disappointed,good,1555
big,get,1847
big,really,1537
good,took,2676
like,table,3214
