antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"also, good, really",one,0.031,0.224,0.02,0.6451612903225806,2.880184331797235,1.0,0.013056,2.186909090909091,0.6736842105263158,0.0851063829787234,0.5427336215497173,0.36722350230414746
"good, one, really",also,0.033,0.155,0.02,0.6060606060606061,3.9100684261974585,1.0,0.014884999999999999,2.145,0.7696483971044467,0.11904761904761904,0.5337995337995338,0.3675464320625611
"also, good, one",really,0.034,0.182,0.02,0.5882352941176471,3.2320620555914674,1.0,0.013812000000000001,1.9865714285714289,0.7149068322981367,0.10204081632653061,0.49662016395800374,0.3490627020038785
"also, one, really",good,0.026,0.358,0.02,0.7692307692307693,2.1486892995272884,1.0,0.010692000000000002,2.7820000000000005,0.5488706365503081,0.05494505494505495,0.6405463695183322,0.4125483455092394
"also, go",place,0.032,0.369,0.022,0.6875,1.8631436314363143,1.0,0.010191999999999998,2.0192,0.47858752817430494,0.058047493403693924,0.5047543581616482,0.373560298102981
love,place,0.141,0.369,0.081,0.574468085106383,1.5568240788790868,1.0,0.02897100000000001,1.4828500000000002,0.4163756305781918,0.18881118881118883,0.32562295579458483,0.3969901401141671
"love, time",place,0.048,0.369,0.03,0.625,1.6937669376693767,1.0,0.012288,1.6826666666666668,0.43025210084033616,0.07751937984496124,0.40570522979397783,0.35315040650406504
"food, love",place,0.045,0.369,0.028,0.6222222222222222,1.6862390846130684,1.0,0.011395000000000002,1.670294117647059,0.42614061331338826,0.07253886010362695,0.40130304631097025,0.34905149051490514
"like, love",place,0.04,0.369,0.026,0.6499999999999999,1.7615176151761516,1.0,0.011239999999999998,1.8028571428571425,0.4503205128205128,0.06788511749347259,0.44532488114104585,0.36023035230352296
"good, love",place,0.046,0.369,0.031,0.6739130434782609,1.8263226110521975,1.0,0.014026,1.9350666666666667,0.4742679380536958,0.08072916666666667,0.48322193895128507,0.378961941793331
"go, love",place,0.033,0.369,0.02,0.6060606060606061,1.6424406668309108,1.0,0.007823,1.6017692307692308,0.4044984488107549,0.05235602094240838,0.3756903424098353,0.33013057403301305
"love, service",place,0.037,0.369,0.023,0.6216216216216216,1.6846114407090016,1.0,0.009347000000000001,1.667642857142857,0.42200550814935217,0.060052219321148834,0.4003512228551848,0.34197612246392733
"great, love",place,0.058,0.369,0.035,0.603448275862069,1.6353611811980189,1.0,0.013598000000000002,1.5912173913043477,0.4124355474673947,0.08928571428571429,0.37155035794305696,0.349149612185777
"love, would",place,0.032,0.369,0.02,0.625,1.6937669376693767,1.0,0.008192,1.6826666666666668,0.4231404958677686,0.05249343832020997,0.40570522979397783,0.33960027100271
"love, one",place,0.03,0.369,0.022,0.7333333333333333,1.9873532068654018,1.0,0.010929999999999999,2.3662499999999995,0.5121836925960638,0.05835543766578249,0.577390385631273,0.39647696476964767
"get, love",place,0.03,0.369,0.02,0.6666666666666667,1.806684733514002,1.0,0.00893,1.8930000000000005,0.4603092783505155,0.052770448548812667,0.4717379820390915,0.3604336043360434
"love, really",place,0.032,0.369,0.024,0.75,2.032520325203252,1.0,0.012192,2.524,0.5247933884297521,0.0636604774535809,0.6038034865293186,0.40752032520325204
"back, got",place,0.059,0.369,0.03,0.5084745762711864,1.37797988149373,1.0,0.008229,1.2837586206896552,0.2914984059511158,0.07537688442211055,0.2210373633457788,0.29488769463965825
"back, got",good,0.059,0.358,0.03,0.5084745762711864,1.4203200454502414,1.0,0.008878,1.3061379310344827,0.3144881331916401,0.07751937984496124,0.23438407518876392,0.2961367294763753
"food, got",good,0.052,0.358,0.035,0.6730769230769231,1.8801031370863774,1.0,0.016384000000000006,1.9637647058823533,0.49379144062688385,0.09333333333333334,0.49077402348430393,0.38542114310270736
"good, got",food,0.066,0.359,0.035,0.5303030303030303,1.4771672153287752,1.0,0.011306000000000004,1.3647096774193548,0.3458550015295198,0.08974358974358974,0.2672434170094076,0.3138980332573647
"food, got",place,0.052,0.369,0.026,0.5,1.3550135501355014,1.0,0.006811999999999999,1.262,0.27637130801687765,0.06582278481012659,0.2076069730586371,0.285230352303523
"got, time",back,0.051,0.212,0.031,0.607843137254902,2.8671846096929343,1.0,0.020188,2.0094000000000003,0.6862231890954826,0.1336206896551724,0.5023390066686574,0.37703477617462083
"back, got",time,0.059,0.273,0.031,0.5254237288135594,1.924629043273111,1.0,0.014893,1.5318928571428572,0.510541291008193,0.10299003322259134,0.3472128319306181,0.3194884211833364
"got, time",place,0.051,0.369,0.03,0.5882352941176471,1.5941335883947076,1.0,0.011181,1.5324285714285715,0.3927291886195996,0.07692307692307691,0.3474410366365247,0.3347680535628886
"got, time",good,0.051,0.358,0.029,0.5686274509803922,1.5883448351407605,1.0,0.010742000000000005,1.4882727272727276,0.39032011918171594,0.07631578947368423,0.3280801417140066,0.32481651878628554
"got, like",back,0.046,0.212,0.026,0.5652173913043478,2.6661197703035273,1.0,0.016248,1.8123999999999998,0.6550556361877117,0.11206896551724137,0.4482454204369896,0.343929450369155
"got, like",good,0.046,0.358,0.029,0.6304347826086957,1.7609910128734516,1.0,0.012532000000000001,1.7371764705882355,0.45297477047639706,0.07733333333333335,0.4243532439387783,0.35572018460043725
"got, like",one,0.046,0.224,0.023,0.5,2.232142857142857,1.0,0.012695999999999999,1.552,0.5786163522012578,0.09311740890688258,0.3556701030927835,0.3013392857142857
"got, like",place,0.046,0.369,0.025,0.5434782608695653,1.4728408153646757,1.0,0.008026000000000002,1.3821904761904764,0.3365199161425577,0.06410256410256411,0.2765107145317992,0.3056144691881702
"also, got",back,0.038,0.212,0.021,0.5526315789473685,2.6067527308838137,1.0,0.012944000000000002,1.7614117647058827,0.6407286407286408,0.09170305676855896,0.43227357734437627,0.3258440913604767
"also, got",time,0.038,0.273,0.02,0.5263157894736842,1.9278966647387699,1.0,0.009626,1.5347777777777776,0.5003118503118502,0.06872852233676977,0.3484398754796206,0.2997879313668787
"also, got",place,0.038,0.369,0.025,0.6578947368421053,1.7829125659677652,1.0,0.010978000000000002,1.8444615384615388,0.4564656964656965,0.06544502617801048,0.4578363499874886,0.3628227071744402
"also, got",good,0.038,0.358,0.022,0.5789473684210527,1.6171714201705383,1.0,0.008395999999999999,1.52475,0.39671139671139666,0.05882352941176471,0.34415477947204465,0.32019994119376655
"got, place",good,0.063,0.358,0.036,0.5714285714285714,1.596169193934557,1.0,0.013446,1.498,0.3986125933831377,0.0935064935064935,0.3324432576769025,0.33599361532322425
"good, got",place,0.066,0.369,0.036,0.5454545454545454,1.4781966001478195,1.0,0.011645999999999997,1.3881999999999999,0.3463597430406852,0.09022556390977443,0.2796427027805791,0.32150776053215074
"got, great",place,0.048,0.369,0.027,0.5625,1.524390243902439,1.0,0.009288000000000001,1.4422857142857144,0.3613445378151261,0.06923076923076923,0.30665610142630745,0.3178353658536585
"got, really",back,0.036,0.212,0.023,0.638888888888889,3.0136268343815518,1.0,0.015368,2.1821538461538466,0.6931264658127368,0.10222222222222221,0.5417371686407221,0.3736897274633124
"got, really",place,0.036,0.369,0.02,0.5555555555555556,1.5055706112616682,1.0,0.0067160000000000015,1.41975,0.3483402489626557,0.05194805194805196,0.29565064271878855,0.3048780487804878
"got, really",good,0.036,0.358,0.022,0.6111111111111112,1.7070142768466794,1.0,0.009112,1.650857142857143,0.42964918898528864,0.05913978494623656,0.3942540671512635,0.3362818125387958
"got, really",like,0.036,0.209,0.021,0.5833333333333334,2.791068580542265,1.0,0.013476000000000002,1.8984000000000003,0.6656787196206284,0.09375,0.47324062368310166,0.34190590111642744
"got, one",place,0.047,0.369,0.03,0.6382978723404255,1.7298045320878739,1.0,0.012656999999999998,1.7445294117647054,0.442707240293809,0.07772020725388601,0.4267795124253969,0.35979934267427777
"got, one",good,0.047,0.358,0.026,0.5531914893617021,1.5452276239153693,1.0,0.009173999999999998,1.436857142857143,0.3702478004681572,0.06860158311345647,0.30403658779081333,0.31290859384286224
"got, one",time,0.047,0.273,0.025,0.5319148936170213,1.9484062037253524,1.0,0.012169000000000001,1.5531363636363635,0.510766002098636,0.08474576271186442,0.3561415317978284,0.3117449925960564
"got, one",back,0.047,0.212,0.025,0.5319148936170213,2.509032517061421,1.0,0.015036000000000002,1.6834545454545455,0.6311017838405037,0.10683760683760683,0.405983367534291,0.32491971095945404
"got, would",back,0.045,0.212,0.026,0.5777777777777777,2.7253668763102725,1.0,0.01646,1.8663157894736842,0.6629077728554168,0.11255411255411255,0.464184997179921,0.35020964360587
"got, would",place,0.045,0.369,0.026,0.5777777777777777,1.5657934357121348,1.0,0.009395,1.4944736842105262,0.37837293596455907,0.06701030927835051,0.33086811058284904,0.32411924119241187
"got, would",good,0.045,0.358,0.025,0.5555555555555556,1.5518311607697084,1.0,0.008890000000000002,1.4445000000000001,0.37235602094240844,0.06613756613756615,0.30771893388715826,0.3126939788950962
"got, like",would,0.046,0.207,0.027,0.5869565217391305,2.8355387523629494,1.0,0.017478,1.9198947368421055,0.6785464709993012,0.11946902654867256,0.4791381106420309,0.3586956521739131
"got, would",like,0.045,0.209,0.027,0.6,2.8708133971291865,1.0,0.017595,1.9775,0.6823734729493892,0.11894273127753303,0.4943109987357775,0.3645933014354067
"get, got",back,0.041,0.212,0.022,0.5365853658536585,2.531063046479521,1.0,0.013307999999999999,1.7004210526315788,0.6307706891648497,0.09523809523809523,0.41191036275844983,0.3201794753796594
"get, got",one,0.041,0.224,0.021,0.5121951219512195,2.2865853658536586,1.0,0.011816,1.5908,0.586722280152937,0.0860655737704918,0.37138546643198395,0.30297256097560976
"get, got",good,0.041,0.358,0.021,0.5121951219512195,1.430712631148658,1.0,0.006322000000000001,1.3161,0.3139182680371419,0.055555555555555566,0.24017931768102732,0.28542716991415723
"get, got",go,0.041,0.2,0.021,0.5121951219512195,2.5609756097560976,1.0,0.0128,1.6400000000000001,0.635582700233378,0.09545454545454544,0.39024390243902435,0.30859756097560975
"got, restaurant",food,0.033,0.359,0.021,0.6363636363636364,1.7726006583945304,1.0,0.009153000000000001,1.76275,0.4507312749298272,0.05660377358490566,0.4327045809105091,0.34742972904532793
"got, restaurant",good,0.033,0.358,0.021,0.6363636363636364,1.7775520568816658,1.0,0.009186000000000001,1.7655,0.45235633032944306,0.05675675675675676,0.4335882186349476,0.34751142712036565
"go, got",back,0.046,0.212,0.031,0.6739130434782609,3.1788351107465136,1.0,0.021248,2.416533333333333,0.7184689254074524,0.13656387665198239,0.5861840653277423,0.41006972928630026
"back, got",go,0.059,0.2,0.031,0.5254237288135594,2.6271186440677967,1.0,0.019200000000000002,1.685714285714286,0.6581879263652257,0.13596491228070176,0.4067796610169492,0.3402118644067797
"got, time",go,0.051,0.2,0.027,0.5294117647058824,2.6470588235294117,1.0,0.0168,1.7000000000000002,0.6556609296335323,0.12053571428571429,0.4117647058823529,0.3322058823529412
"go, got",time,0.046,0.273,0.027,0.5869565217391305,2.150023889154324,1.0,0.014441999999999998,1.7601052631578948,0.5606801770323783,0.09246575342465754,0.4318521619520364,0.3429288103201147
"go, got",good,0.046,0.358,0.026,0.5652173913043478,1.5788195287830944,1.0,0.009531999999999999,1.4766,0.3842928559909692,0.0687830687830688,0.32276852228091557,0.31892154481418505
"go, got",place,0.046,0.369,0.025,0.5434782608695653,1.4728408153646757,1.0,0.008026000000000002,1.3821904761904764,0.3365199161425577,0.06410256410256411,0.2765107145317992,0.3056144691881702
"got, service",back,0.046,0.212,0.023,0.5,2.358490566037736,1.0,0.013248,1.576,0.6037735849056604,0.0978723404255319,0.3654822335025381,0.30424528301886794
"got, service",food,0.046,0.359,0.025,0.5434782608695653,1.5138670219207948,1.0,0.008486000000000004,1.4040952380952383,0.35580712788259977,0.06578947368421054,0.2877975988604763,0.3065580719389609
"make, place",time,0.062,0.273,0.033,0.5322580645161291,1.9496632399858207,1.0,0.016074,1.5542758620689658,0.519286683465788,0.10927152317880794,0.35661356879797673,0.326568592697625
"make, time",place,0.057,0.369,0.033,0.5789473684210527,1.5689630580516332,1.0,0.011967000000000002,1.498625,0.3845560589993252,0.08396946564885496,0.3327216615230629,0.3341891313649979
"like, make",time,0.044,0.273,0.023,0.5227272727272727,1.9147519147519145,1.0,0.010988,1.523238095238095,0.4997271238857559,0.0782312925170068,0.3435038139302238,0.3034881784881785
"like, make",place,0.044,0.369,0.028,0.6363636363636365,1.7245627001724566,1.0,0.011764,1.7352500000000004,0.43947997609085476,0.07272727272727274,0.4237141622244635,0.35612219758561225
"like, make",good,0.044,0.358,0.025,0.5681818181818182,1.5871000507872017,1.0,0.009248000000000003,1.4867368421052634,0.38694560669456074,0.06631299734748011,0.3273860096290004,0.3190071102082276
"like, make",one,0.044,0.224,0.023,0.5227272727272727,2.333603896103896,1.0,0.013144,1.625904761904762,0.5977806076041478,0.09387755102040815,0.3849578256794752,0.31270292207792205
"make, one",like,0.045,0.209,0.023,0.5111111111111111,2.445507708665603,1.0,0.013595000000000001,1.6179545454545454,0.6189392214887321,0.09956709956709955,0.3819356651215058,0.3105794790005316
"like, make",get,0.044,0.219,0.023,0.5227272727272727,2.386882523868825,1.0,0.013364000000000001,1.6363809523809523,0.6077860651264327,0.09583333333333333,0.38889535560470256,0.31387505188875053
"like, make",would,0.044,0.207,0.022,0.5,2.4154589371980677,1.0,0.012891999999999999,1.586,0.6129707112970711,0.09606986899563318,0.36948297604035313,0.3031400966183575
"food, make",time,0.039,0.273,0.02,0.5128205128205129,1.8784634169249554,1.0,0.009353,1.492263157894737,0.4866285119667013,0.06849315068493152,0.3298769089690686,0.29304029304029305
"food, make",place,0.039,0.369,0.024,0.6153846153846154,1.6677089847821556,1.0,0.009609000000000001,1.6406,0.41662330905306977,0.06250000000000001,0.3904669023527978,0.34021263289555975
"food, make",great,0.039,0.349,0.02,0.5128205128205129,1.4693997502020428,1.0,0.006389000000000001,1.336263157894737,0.33241415192507806,0.054347826086956534,0.25164441293473566,0.28506355153919627
"back, make",time,0.034,0.273,0.022,0.6470588235294117,2.3701788407670756,1.0,0.012717999999999997,2.0598333333333327,0.5984377940899679,0.07719298245614034,0.5145238287887368,0.3638224520577461
"also, make",place,0.033,0.369,0.021,0.6363636363636364,1.7245627001724562,1.0,0.008823000000000001,1.73525,0.4344807209336682,0.05511811023622047,0.42371416222446334,0.3466371027346637
"make, place",good,0.062,0.358,0.032,0.5161290322580645,1.4417012074247613,1.0,0.009804,1.3268,0.3266257995735608,0.08247422680412371,0.24630690382876091,0.30275725355919986
"good, make",place,0.053,0.369,0.032,0.6037735849056604,1.6362427775221149,1.0,0.012443000000000003,1.5925238095238095,0.4106058606124605,0.08205128205128205,0.37206590317854255,0.34524722605716623
"good, make",time,0.053,0.273,0.03,0.5660377358490566,2.0733982998133937,1.0,0.015530999999999998,1.6752608695652174,0.5466737064413938,0.10135135135135133,0.4030780410578495,0.3379639228695832
"make, time",good,0.057,0.358,0.03,0.5263157894736842,1.4701558365186709,1.0,0.009593999999999998,1.3553333333333333,0.3391304347826087,0.07792207792207792,0.26217412690605013,0.3050573360776242
"good, make, place",time,0.032,0.273,0.021,0.65625,2.4038461538461537,1.0,0.012264,2.114909090909091,0.6033057851239669,0.07394366197183098,0.5271664374140302,0.36658653846153844
"make, place, time",good,0.033,0.358,0.021,0.6363636363636364,1.7775520568816658,1.0,0.009186000000000001,1.7655,0.45235633032944306,0.05675675675675676,0.4335882186349476,0.34751142712036565
"good, make, time",place,0.03,0.369,0.021,0.7000000000000001,1.897018970189702,1.0,0.009930000000000001,2.103333333333334,0.4874815905743742,0.05555555555555556,0.5245641838351823,0.37845528455284555
"get, make",good,0.048,0.358,0.027,0.5625,1.5712290502793296,1.0,0.009815999999999998,1.4674285714285715,0.3818860877684407,0.0712401055408971,0.31853582554517135,0.3189594972067039
"good, make",get,0.053,0.219,0.027,0.5094339622641509,2.3261824760920136,1.0,0.015393,1.5920384615384615,0.6020180687551332,0.11020408163265305,0.3718744715290025,0.3163608167485138
"get, make",place,0.048,0.369,0.027,0.5625,1.524390243902439,1.0,0.009288000000000001,1.4422857142857144,0.3613445378151261,0.06923076923076923,0.30665610142630745,0.3178353658536585
"get, make",time,0.048,0.273,0.025,0.5208333333333334,1.9078144078144077,1.0,0.011896,1.5172173913043479,0.4998319327731092,0.08445945945945947,0.3408986703347089,0.3062042124542125
"great, make",place,0.048,0.369,0.028,0.5833333333333334,1.5808491418247517,1.0,0.010288000000000002,1.5144000000000002,0.3859543817527012,0.07197943444730077,0.3396724775488643,0.3296070460704607
"make, would",place,0.045,0.369,0.026,0.5777777777777777,1.5657934357121348,1.0,0.009395,1.4944736842105262,0.37837293596455907,0.06701030927835051,0.33086811058284904,0.32411924119241187
"make, would",good,0.045,0.358,0.025,0.5555555555555556,1.5518311607697084,1.0,0.008890000000000002,1.4445000000000001,0.37235602094240844,0.06613756613756615,0.30771893388715826,0.3126939788950962
"make, would",time,0.045,0.273,0.024,0.5333333333333333,1.9536019536019533,1.0,0.011715,1.5578571428571428,0.5111256544502618,0.0816326530612245,0.3580926180651077,0.31062271062271063
"make, place",one,0.062,0.224,0.031,0.5,2.232142857142857,1.0,0.017112,1.552,0.5884861407249466,0.12156862745098039,0.3556701030927835,0.3191964285714286
"make, one",place,0.045,0.369,0.031,0.6888888888888889,1.8669075579644685,1.0,0.014395000000000002,2.0282142857142857,0.48623543320385076,0.08093994778067885,0.506955449903152,0.386449864498645
"good, make",one,0.053,0.224,0.029,0.5471698113207547,2.4427223719676547,1.0,0.017128,1.7136666666666667,0.6236754906601609,0.11693548387096774,0.41645594242365297,0.3383170485175202
"make, one",good,0.045,0.358,0.029,0.6444444444444445,1.8001241464928617,1.0,0.012890000000000002,1.8056250000000003,0.46542697237768554,0.07754010695187168,0.4461751471097266,0.36272501551831166
"make, one",time,0.045,0.273,0.025,0.5555555555555556,2.035002035002035,1.0,0.012715,1.63575,0.532565445026178,0.08532423208191127,0.38865963625248356,0.3235653235653236
"make, one",get,0.045,0.219,0.023,0.5111111111111111,2.3338406900050734,1.0,0.013145,1.5975,0.5984520828590941,0.0954356846473029,0.3740219092331768,0.3080669710806697
"good, make, place",one,0.032,0.224,0.023,0.71875,3.208705357142857,1.0,0.015832,2.7591111111111113,0.711103126122889,0.09871244635193133,0.6375644329896907,0.4107142857142857
"make, one, place",good,0.031,0.358,0.023,0.7419354838709677,2.0724454856730943,1.0,0.011902,2.48775,0.5340332929510477,0.06284153005464481,0.5980303487086726,0.40309064696341684
"good, make, one",place,0.029,0.369,0.023,0.793103448275862,2.1493318381459674,1.0,0.012299,3.049833333333332,0.550709712085255,0.06133333333333333,0.6721132302311601,0.42771703579104753
"make, one","good, place",0.045,0.158,0.023,0.5111111111111111,3.234880450070323,1.0,0.01589,1.7222727272727272,0.7234236284998863,0.12777777777777777,0.41937186592768533,0.3283403656821378
"make, place, time",one,0.033,0.224,0.02,0.6060606060606061,2.705627705627706,1.0,0.012608000000000001,1.969846153846154,0.6519131334022752,0.08438818565400844,0.49234614183067793,0.3476731601731602
"make, one, place",time,0.031,0.273,0.02,0.6451612903225806,2.3632281696797826,1.0,0.011537,2.0488181818181816,0.5953044375644995,0.0704225352112676,0.5119137418467409,0.3592106817913269
"make, one, time",place,0.025,0.369,0.02,0.7999999999999999,2.168021680216802,1.0,0.010775,3.154999999999999,0.5525641025641026,0.053475935828877004,0.6830427892234547,0.42710027100271
"definitely, food",place,0.048,0.369,0.026,0.5416666666666666,1.4679313459801264,1.0,0.008288,1.3767272727272726,0.3348416289592761,0.06649616368286446,0.2736397253037506,0.3060636856368564
"back, definitely",good,0.046,0.358,0.023,0.5,1.3966480446927374,1.0,0.006532,1.284,0.29769392033542974,0.060367454068241476,0.22118380062305298,0.28212290502793297
"definitely, time",good,0.034,0.358,0.02,0.5882352941176471,1.6431153466973383,1.0,0.007828,1.5591428571428572,0.405175983436853,0.053763440860215055,0.35862195345427894,0.3220506079526783
"definitely, great",place,0.045,0.369,0.028,0.6222222222222222,1.6862390846130684,1.0,0.011395000000000002,1.670294117647059,0.42614061331338826,0.07253886010362695,0.40130304631097025,0.34905149051490514
"definitely, great",back,0.045,0.212,0.023,0.5111111111111111,2.410901467505241,1.0,0.01346,1.6118181818181818,0.6127930798998407,0.09829059829059829,0.37958262831359274,0.3098008385744235
"back, definitely",great,0.046,0.349,0.023,0.5,1.4326647564469914,1.0,0.006946000000000001,1.302,0.3165618448637317,0.06182795698924732,0.2319508448540707,0.2829512893982808
"definitely, great",food,0.045,0.359,0.023,0.5111111111111111,1.423707830393067,1.0,0.006845,1.3111363636363635,0.31163214204416123,0.060367454068241476,0.23730282544635115,0.28758898173939956
"definitely, service",food,0.034,0.359,0.021,0.6176470588235294,1.7204653449123384,1.0,0.008794000000000001,1.6764615384615387,0.4335009366065267,0.05645161290322581,0.4035055519867854,0.33807144027527447
"definitely, service",back,0.034,0.212,0.02,0.5882352941176471,2.774694783573807,1.0,0.012792000000000001,1.913714285714286,0.6621118012422361,0.08849557522123894,0.4774559570020902,0.34128745837957825
"definitely, would",place,0.038,0.369,0.021,0.5526315789473685,1.4976465554129228,1.0,0.0069780000000000016,1.4104705882352944,0.3454113454113455,0.05440414507772022,0.2910167653682543,0.30477107402652975
"definitely, one",place,0.031,0.369,0.021,0.6774193548387097,1.835824809861002,1.0,0.009561000000000002,1.9561000000000004,0.46985109833407057,0.0554089709762533,0.488778692295895,0.3671649619722004
"definitely, good",place,0.05,0.369,0.026,0.5199999999999999,1.409214092140921,1.0,0.007549999999999998,1.314583333333333,0.3056680161943319,0.06615776081424937,0.23930269413629146,0.295230352303523
im,food,0.114,0.359,0.057,0.5,1.392757660167131,1.0,0.016074000000000005,1.282,0.31828442437923254,0.13701923076923078,0.2199687987519501,0.3293871866295265
im,place,0.114,0.369,0.067,0.5877192982456141,1.5927352255978702,1.0,0.024934000000000005,1.5305106382978726,0.42003301775546653,0.16105769230769232,0.34662329357466576,0.38464555698188563
im,good,0.114,0.358,0.062,0.543859649122807,1.5191610310692936,1.0,0.021188,1.4074615384615385,0.38571324546712293,0.15121951219512195,0.28950101109471504,0.35852200333235323
"im, place",food,0.067,0.359,0.039,0.582089552238806,1.6214193655677047,1.0,0.014946999999999998,1.5338214285714287,0.41077857476571294,0.10077519379844961,0.3480336228374509,0.3453623248659211
"food, im",place,0.057,0.369,0.039,0.6842105263157895,1.8542290686064755,1.0,0.017967,1.9981666666666669,0.4885390325475162,0.10077519379844961,0.4995412461422971,0.3949507916131793
"food, im",good,0.057,0.358,0.038,0.6666666666666666,1.86219739292365,1.0,0.017594,1.926,0.4909862142099682,0.10079575596816975,0.4807892004153686,0.3864059590316573
"good, im",food,0.062,0.359,0.038,0.6129032258064516,1.7072513253661605,1.0,0.015742,1.6559166666666667,0.44164515767029516,0.09921671018276762,0.39610487645312265,0.35937640398957676
"food, im, place",good,0.039,0.358,0.029,0.7435897435897436,2.077066322876379,1.0,0.015038000000000003,2.5038000000000005,0.5395959668448815,0.07880434782608697,0.6006070772425913,0.4122976650909612
"good, im, place",food,0.041,0.359,0.029,0.7073170731707317,1.9702425436510633,1.0,0.014281000000000002,2.190083333333333,0.5135018517852649,0.07816711590296498,0.5433963700011415,0.39404850873021263
"food, good, im",place,0.038,0.369,0.029,0.7631578947368421,2.0681785765226075,1.0,0.014978000000000002,2.6642222222222225,0.5368843644705714,0.07671957671957673,0.6246559346067229,0.4208743403223506
"food, im","good, place",0.057,0.158,0.029,0.5087719298245614,3.2200755052187433,1.0,0.019994,1.7140714285714287,0.7311222437561707,0.15591397849462366,0.4165937408842772,0.3461581168110149
"im, time",food,0.044,0.359,0.023,0.5227272727272727,1.4560648265383642,1.0,0.007204000000000002,1.343047619047619,0.327633254502456,0.06052631578947369,0.25542476244504325,0.2933970625474804
"im, time",good,0.044,0.358,0.026,0.5909090909090909,1.65058405281869,1.0,0.010248,1.5693333333333335,0.4122948181525588,0.06914893617021277,0.3627867459643161,0.33176739461655663
"im, time",place,0.044,0.369,0.026,0.5909090909090909,1.601379650160138,1.0,0.009763999999999998,1.5424444444444445,0.39282265851303505,0.06718346253229975,0.3516784325025213,0.33068489775806853
"im, like",food,0.041,0.359,0.024,0.5853658536585366,1.630545553366397,1.0,0.009281000000000001,1.5459411764705882,0.403241223496698,0.06382978723404256,0.3531448575016171,0.3261091106732794
"im, like",good,0.041,0.358,0.029,0.7073170731707317,1.9757460144433847,1.0,0.014322000000000001,2.1935,0.5149760885980368,0.0783783783783784,0.5441075906086164,0.39416132988145525
"im, like",place,0.041,0.369,0.029,0.7073170731707317,1.9168484367770506,1.0,0.013871000000000001,2.1559166666666663,0.49875948365754563,0.07611548556430447,0.5361601793513973,0.39295392953929537
"im, like, place",good,0.029,0.358,0.021,0.7241379310344828,2.0227316509343094,1.0,0.010618,2.3272500000000003,0.5207199254573096,0.05737704918032788,0.5703083037920292,0.39139857445578885
"good, im, place",like,0.041,0.209,0.021,0.5121951219512195,2.4506943634029645,1.0,0.012431000000000001,1.62155,0.6172600427032127,0.09170305676855896,0.38330609601924087,0.3063367954253705
"good, im, like",place,0.029,0.369,0.021,0.7241379310344828,1.9624334174376228,1.0,0.010299,2.287375,0.5050757687214948,0.05570291777188329,0.5628176403082136,0.3905242500700869
"im, like","good, place",0.041,0.158,0.021,0.5121951219512195,3.2417412781722756,1.0,0.014522,1.7261,0.7210884353741497,0.11797752808988764,0.4206592897282892,0.32255325717814143
"back, im",food,0.039,0.359,0.022,0.5641025641025641,1.5713163345475323,1.0,0.007999,1.4705294117647059,0.37834641944943714,0.05851063829787235,0.31997279891195646,0.3126919505749589
"back, im",good,0.039,0.358,0.023,0.5897435897435898,1.6473284629709213,1.0,0.009038000000000001,1.564875,0.4089037687191785,0.061497326203208566,0.36097132358814604,0.32699469989972785
"back, im",place,0.039,0.369,0.023,0.5897435897435898,1.5982211104162325,1.0,0.008609,1.5380625,0.3894946387368231,0.059740259740259746,0.34983136250965097,0.3260371065249114
"great, im",back,0.039,0.212,0.02,0.5128205128205129,2.418964683115627,1.0,0.011732000000000001,1.6174736842105266,0.6104058272632674,0.08658008658008658,0.3817519198229859,0.30358006773101115
"back, im",great,0.039,0.349,0.02,0.5128205128205129,1.4693997502020428,1.0,0.006389000000000001,1.336263157894737,0.33241415192507806,0.054347826086956534,0.25164441293473566,0.28506355153919627
"im, love",place,0.032,0.369,0.02,0.625,1.6937669376693767,1.0,0.008192,1.6826666666666668,0.4231404958677686,0.05249343832020997,0.40570522979397783,0.33960027100271
"im, place",good,0.067,0.358,0.041,0.6119402985074627,1.7093304427582756,1.0,0.017014,1.6543846153846153,0.44477557315766086,0.10677083333333333,0.395545636304459,0.3632327190861336
"good, im",place,0.062,0.369,0.041,0.6612903225806452,1.792114695340502,1.0,0.018122000000000003,1.8629523809523814,0.47121535181236684,0.10512820512820513,0.46321762691068974,0.3862007168458782
"great, im",place,0.039,0.369,0.029,0.7435897435897436,2.015148356611771,1.0,0.014609000000000002,2.4609,0.524202518927841,0.07651715039577837,0.5936446015685318,0.41109026474880134
"great, im",food,0.039,0.359,0.026,0.6666666666666666,1.8570102135561746,1.0,0.011999,1.9229999999999998,0.4802289281997919,0.06989247311827958,0.47997919916796666,0.3695450324976787
"great, im",good,0.039,0.358,0.021,0.5384615384615385,1.5040825096691022,1.0,0.007038000000000003,1.3910000000000002,0.3487438679946485,0.055851063829787245,0.28109273903666443,0.29856037816931674
"great, im, place",food,0.029,0.359,0.021,0.7241379310344828,2.017097300931707,1.0,0.010589000000000001,2.3236250000000003,0.5192977293904174,0.05722070844686649,0.5696379579321104,0.39131687638075113
"food, great, im",place,0.026,0.369,0.021,0.8076923076923078,2.1888680425265794,1.0,0.011406000000000001,3.2812000000000023,0.5576415371076563,0.05614973262032086,0.6952334511763991,0.4323014383989994
