support,itemsets
0.0369,"frozenset({'much', 'get'})"
0.0312,"frozenset({'go', 'much'})"
0.0242,"frozenset({'got', 'much'})"
0.0203,"frozenset({'didnt', 'much'})"
0.0275,"frozenset({'also', 'much'})"
0.0245,"frozenset({'dont', 'much'})"
0.0213,"frozenset({'much', 'nice'})"
0.0427,"frozenset({'food', 'much'})"
0.0214,"frozenset({'much', 'even'})"
0.0203,"frozenset({'much', 'restaurant'})"
0.0296,"frozenset({'much', 'service'})"
0.0288,"frozenset({'much', 'back'})"
0.0202,"frozenset({'much', 'made'})"
0.0247,"frozenset({'good', 'much', 'place'})"
0.0212,"frozenset({'much', 'place', 'time'})"
0.0212,"frozenset({'good', 'much', 'like'})"
0.0235,"frozenset({'much', 'place', 'like'})"
0.0213,"frozenset({'much', 'place', 'great'})"
0.0207,"frozenset({'much', 'place', 'one'})"
0.0231,"frozenset({'food', 'much', 'place'})"
0.0242,"frozenset({'good', 'food', 'much'})"
0.0368,"frozenset({'good', 'area'})"
0.0341,"frozenset({'area', 'great'})"
0.0319,"frozenset({'area', 'time'})"
0.0307,"frozenset({'area', 'one'})"
0.0275,"frozenset({'area', 'like'})"
0.0248,"frozenset({'area', 'would'})"
0.0206,"frozenset({'area', 'really'})"
0.042,"frozenset({'area', 'place'})"
0.0352,"frozenset({'food', 'area'})"
0.0273,"frozenset({'area', 'service'})"
0.0254,"frozenset({'area', 'get'})"
0.0246,"frozenset({'area', 'back'})"
0.0238,"frozenset({'go', 'area'})"
0.0207,"frozenset({'area', 'nice'})"
0.0223,"frozenset({'area', 'also'})"
0.0209,"frozenset({'good', 'area', 'place'})"
0.0377,"frozenset({'good', 'cheese'})"
0.0304,"frozenset({'cheese', 'great'})"
0.0279,"frozenset({'cheese', 'like'})"
0.0253,"frozenset({'cheese', 'time'})"
0.0236,"frozenset({'cheese', 'one'})"
0.0206,"frozenset({'cheese', 'also'})"
0.0359,"frozenset({'food', 'cheese'})"
0.0362,"frozenset({'cheese', 'place'})"
0.0201,"frozenset({'ordered', 'cheese'})"
0.0232,"frozenset({'cheese', 'back'})"
0.0219,"frozenset({'go', 'cheese'})"
0.0222,"frozenset({'cheese', 'get'})"
0.0203,"frozenset({'good', 'food', 'cheese'})"
0.0203,"frozenset({'food', 'place', 'cheese'})"
0.0328,"frozenset({'good', 'wasnt'})"
0.0282,"frozenset({'like', 'wasnt'})"
0.028,"frozenset({'wasnt', 'time'})"
0.0257,"frozenset({'would', 'wasnt'})"
0.0253,"frozenset({'wasnt', 'one'})"
0.025,"frozenset({'great', 'wasnt'})"
0.0224,"frozenset({'really', 'wasnt'})"
0.0302,"frozenset({'food', 'wasnt'})"
0.0327,"frozenset({'place', 'wasnt'})"
0.0242,"frozenset({'wasnt', 'service'})"
0.0206,"frozenset({'got', 'wasnt'})"
0.0245,"frozenset({'wasnt', 'back'})"
0.02,"frozenset({'go', 'wasnt'})"
0.0238,"frozenset({'get', 'wasnt'})"
0.0336,"frozenset({'good', 'salad'})"
0.0271,"frozenset({'salad', 'great'})"
0.0216,"frozenset({'salad', 'like'})"
0.0203,"frozenset({'salad', 'time'})"
0.0279,"frozenset({'place', 'salad'})"
0.0231,"frozenset({'salad', 'service'})"
0.0327,"frozenset({'food', 'salad'})"
0.0314,"frozenset({'great', 'beer'})"
0.0307,"frozenset({'good', 'beer'})"
0.0317,"frozenset({'food', 'beer'})"
0.0315,"frozenset({'place', 'beer'})"
0.0278,"frozenset({'see', 'time'})"
0.0252,"frozenset({'like', 'see'})"
0.0251,"frozenset({'good', 'see'})"
0.0244,"frozenset({'see', 'one'})"
0.0239,"frozenset({'great', 'see'})"
0.022,"frozenset({'would', 'see'})"
0.0282,"frozenset({'place', 'see'})"
0.0231,"frozenset({'get', 'see'})"
0.0221,"frozenset({'food', 'see'})"
0.0207,"frozenset({'see', 'back'})"
0.0267,"frozenset({'good', 'sandwich'})"
0.0205,"frozenset({'sandwich', 'great'})"
0.0231,"frozenset({'sandwich', 'food'})"
0.0257,"frozenset({'sandwich', 'place'})"
0.0206,"frozenset({'good', 'option'})"
0.0203,"frozenset({'food', 'option'})"
0.0205,"frozenset({'place', 'option'})"
0.0206,"frozenset({'maybe', 'good'})"
0.0921,"frozenset({'place', 'back'})"
0.081,"frozenset({'great', 'back'})"
0.0905,"frozenset({'good', 'back'})"
0.0882,"frozenset({'food', 'back'})"
0.0694,"frozenset({'service', 'back'})"
0.0839,"frozenset({'time', 'back'})"
0.0677,"frozenset({'get', 'back'})"
0.0646,"frozenset({'like', 'back'})"
0.0365,"frozenset({'place', 'great', 'back'})"
0.0341,"frozenset({'good', 'great', 'back'})"
0.0346,"frozenset({'food', 'great', 'back'})"
0.0315,"frozenset({'great', 'time', 'back'})"
0.0409,"frozenset({'good', 'place', 'back'})"
0.0444,"frozenset({'good', 'food', 'back'})"
0.0406,"frozenset({'food', 'place', 'back'})"
0.0218,"frozenset({'good', 'food', 'place', 'back'})"
0.0331,"frozenset({'food', 'service', 'back'})"
0.0319,"frozenset({'good', 'service', 'back'})"
0.0307,"frozenset({'service', 'time', 'back'})"
0.0296,"frozenset({'place', 'service', 'back'})"
0.0296,"frozenset({'great', 'service', 'back'})"
0.0383,"frozenset({'place', 'time', 'back'})"
0.0374,"frozenset({'good', 'time', 'back'})"
0.0344,"frozenset({'food', 'time', 'back'})"
0.0333,"frozenset({'get', 'time', 'back'})"
0.0339,"frozenset({'place', 'get', 'back'})"
0.0311,"frozenset({'good', 'get', 'back'})"
0.0266,"frozenset({'food', 'get', 'back'})"
0.0221,"frozenset({'get', 'service', 'back'})"
0.0236,"frozenset({'get', 'great', 'back'})"
0.0339,"frozenset({'place', 'like', 'back'})"
0.0329,"frozenset({'good', 'like', 'back'})"
0.0294,"frozenset({'like', 'time', 'back'})"
0.0293,"frozenset({'food', 'like', 'back'})"
0.0247,"frozenset({'get', 'like', 'back'})"
0.0214,"frozenset({'like', 'service', 'back'})"
0.0251,"frozenset({'great', 'like', 'back'})"
0.1047,"frozenset({'go', 'place'})"
0.0808,"frozenset({'go', 'back'})"
0.0781,"frozenset({'go', 'great'})"
0.0727,"frozenset({'go', 'get'})"
0.0679,"frozenset({'go', 'like'})"
0.0892,"frozenset({'go', 'good'})"
0.0885,"frozenset({'go', 'food'})"
0.0679,"frozenset({'go', 'one'})"
0.0618,"frozenset({'go', 'service'})"
0.0833,"frozenset({'go', 'time'})"
0.0383,"frozenset({'go', 'place', 'back'})"
0.0377,"frozenset({'go', 'good', 'back'})"
0.0326,"frozenset({'go', 'food', 'back'})"
0.0366,"frozenset({'go', 'time', 'back'})"
0.0421,"frozenset({'go', 'place', 'great'})"
0.0301,"frozenset({'go', 'great', 'back'})"
0.0319,"frozenset({'go', 'great', 'time'})"
0.0344,"frozenset({'go', 'good', 'great'})"
0.0359,"frozenset({'go', 'food', 'great'})"
0.0209,"frozenset({'go', 'good', 'place', 'great'})"
0.0205,"frozenset({'go', 'food', 'place', 'great'})"
0.0411,"frozenset({'place', 'go', 'get'})"
0.026,"frozenset({'go', 'get', 'great'})"
0.0355,"frozenset({'go', 'get', 'time'})"
0.0327,"frozenset({'go', 'good', 'get'})"
0.0312,"frozenset({'go', 'food', 'get'})"
0.0287,"frozenset({'go', 'get', 'back'})"
0.0213,"frozenset({'place', 'go', 'get', 'time'})"
0.0208,"frozenset({'place', 'go', 'good', 'get'})"
0.0287,"frozenset({'go', 'get', 'like'})"
0.039,"frozenset({'go', 'place', 'like'})"
0.0267,"frozenset({'great', 'go', 'like'})"
0.0342,"frozenset({'go', 'good', 'like'})"
0.0307,"frozenset({'go', 'like', 'time'})"
0.0297,"frozenset({'go', 'food', 'like'})"
0.0288,"frozenset({'go', 'like', 'one'})"
0.0276,"frozenset({'go', 'like', 'back'})"
0.0212,"frozenset({'go', 'good', 'place', 'like'})"
0.0478,"frozenset({'go', 'good', 'place'})"
0.0448,"frozenset({'go', 'food', 'good'})"
0.0471,"frozenset({'go', 'food', 'place'})"
0.0258,"frozenset({'go', 'food', 'good', 'place'})"
0.0332,"frozenset({'go', 'good', 'one'})"
0.0288,"frozenset({'go', 'food', 'one'})"
0.0285,"frozenset({'back', 'go', 'one'})"
0.0374,"frozenset({'go', 'place', 'one'})"
0.0325,"frozenset({'go', 'time', 'one'})"
0.0303,"frozenset({'go', 'get', 'one'})"
0.0261,"frozenset({'go', 'great', 'one'})"
0.0207,"frozenset({'go', 'good', 'place', 'one'})"
0.0313,"frozenset({'go', 'food', 'service'})"
0.0289,"frozenset({'good', 'go', 'service'})"
0.0261,"frozenset({'go', 'service', 'back'})"
0.0223,"frozenset({'go', 'service', 'one'})"
0.0301,"frozenset({'go', 'place', 'service'})"
0.0278,"frozenset({'go', 'great', 'service'})"
0.0276,"frozenset({'go', 'service', 'time'})"
0.0212,"frozenset({'go', 'get', 'service'})"
0.0207,"frozenset({'go', 'like', 'service'})"
0.036,"frozenset({'go', 'food', 'time'})"
0.0428,"frozenset({'go', 'place', 'time'})"
0.0373,"frozenset({'good', 'go', 'time'})"
0.0201,"frozenset({'go', 'food', 'place', 'time'})"
0.0231,"frozenset({'good', 'go', 'place', 'time'})"
0.064,"frozenset({'place', 'best'})"
0.0569,"frozenset({'great', 'best'})"
0.0394,"frozenset({'go', 'best'})"
0.0356,"frozenset({'best', 'back'})"
0.0293,"frozenset({'really', 'best'})"
0.0546,"frozenset({'good', 'best'})"
0.0393,"frozenset({'like', 'best'})"
0.0458,"frozenset({'best', 'time'})"
0.045,"frozenset({'best', 'service'})"
0.0287,"frozenset({'also', 'best'})"
0.0608,"frozenset({'food', 'best'})"
0.047,"frozenset({'best', 'one'})"
0.0313,"frozenset({'would', 'best'})"
0.0411,"frozenset({'get', 'best'})"
0.0258,"frozenset({'place', 'great', 'best'})"
0.0265,"frozenset({'food', 'great', 'best'})"
0.0207,"frozenset({'go', 'place', 'best'})"
0.0269,"frozenset({'good', 'food', 'best'})"
0.0258,"frozenset({'good', 'place', 'best'})"
0.0217,"frozenset({'good', 'great', 'best'})"
0.0208,"frozenset({'place', 'best', 'time'})"
0.0207,"frozenset({'food', 'best', 'time'})"
0.0211,"frozenset({'great', 'service', 'best'})"
0.0234,"frozenset({'food', 'best', 'service'})"
0.0281,"frozenset({'food', 'place', 'best'})"
0.0229,"frozenset({'place', 'best', 'one'})"
0.0201,"frozenset({'food', 'best', 'one'})"
0.0206,"frozenset({'place', 'get', 'best'})"
0.0614,"frozenset({'place', 'im'})"
0.0415,"frozenset({'great', 'im'})"
0.0386,"frozenset({'go', 'im'})"
0.0374,"frozenset({'im', 'back'})"
0.0345,"frozenset({'really', 'im'})"
0.0209,"frozenset({'best', 'im'})"
0.0539,"frozenset({'good', 'im'})"
0.049,"frozenset({'food', 'im'})"
0.0425,"frozenset({'im', 'one'})"
0.0339,"frozenset({'service', 'im'})"
0.0249,"frozenset({'well', 'im'})"
0.048,"frozenset({'like', 'im'})"
0.0339,"frozenset({'would', 'im'})"
0.0258,"frozenset({'make', 'im'})"
0.0499,"frozenset({'time', 'im'})"
0.0429,"frozenset({'get', 'im'})"
0.0312,"frozenset({'dont', 'im'})"
0.0297,"frozenset({'also', 'im'})"
0.0214,"frozenset({'love', 'im'})"
0.0222,"frozenset({'restaurant', 'im'})"
0.025,"frozenset({'got', 'im'})"
0.0241,"frozenset({'nice', 'im'})"
0.0216,"frozenset({'come', 'im'})"
0.0305,"frozenset({'ive', 'im'})"
0.0249,"frozenset({'even', 'im'})"
0.0235,"frozenset({'place', 'great', 'im'})"
0.0202,"frozenset({'food', 'great', 'im'})"
0.0231,"frozenset({'go', 'place', 'im'})"
0.0202,"frozenset({'go', 'good', 'im'})"
0.0294,"frozenset({'good', 'place', 'im'})"
0.0271,"frozenset({'good', 'food', 'im'})"
0.029,"frozenset({'food', 'place', 'im'})"
0.0208,"frozenset({'food', 'time', 'im'})"
0.0207,"frozenset({'good', 'im', 'one'})"
0.0231,"frozenset({'place', 'im', 'one'})"
0.0213,"frozenset({'time', 'im', 'one'})"
0.0275,"frozenset({'place', 'like', 'im'})"
0.0255,"frozenset({'good', 'like', 'im'})"
0.0224,"frozenset({'time', 'like', 'im'})"
0.0218,"frozenset({'food', 'like', 'im'})"
0.0266,"frozenset({'place', 'im', 'time'})"
0.024,"frozenset({'good', 'time', 'im'})"
0.0237,"frozenset({'place', 'get', 'im'})"
0.0231,"frozenset({'good', 'get', 'im'})"
0.0218,"frozenset({'get', 'im', 'time'})"
0.0456,"frozenset({'went', 'place'})"
0.0429,"frozenset({'went', 'back'})"
0.0381,"frozenset({'went', 'great'})"
0.0359,"frozenset({'go', 'went'})"
0.0267,"frozenset({'went', 'really'})"
0.02,"frozenset({'went', 'im'})"
0.037,"frozenset({'went', 'would'})"
0.0359,"frozenset({'went', 'get'})"
0.0337,"frozenset({'went', 'like'})"
0.0249,"frozenset({'went', 'also'})"
0.0221,"frozenset({'went', 'even'})"
0.0441,"frozenset({'good', 'went'})"
0.0443,"frozenset({'food', 'went'})"
0.0396,"frozenset({'went', 'one'})"
0.0248,"frozenset({'went', 'didnt'})"
0.0214,"frozenset({'went', 'nice'})"
0.0376,"frozenset({'went', 'service'})"
0.0295,"frozenset({'got', 'went'})"
0.026,"frozenset({'u', 'went'})"
0.0454,"frozenset({'went', 'time'})"
0.0249,"frozenset({'went', 'first'})"
0.0223,"frozenset({'went', 'well'})"
0.0205,"frozenset({'went', 'time', 'back'})"
0.0203,"frozenset({'go', 'went', 'back'})"
0.0221,"frozenset({'good', 'food', 'went'})"
0.0217,"frozenset({'good', 'went', 'place'})"
0.0215,"frozenset({'food', 'went', 'place'})"
0.023,"frozenset({'customer', 'place'})"
0.02,"frozenset({'customer', 'great'})"
0.0246,"frozenset({'customer', 'time'})"
0.0218,"frozenset({'customer', 'get'})"
0.0217,"frozenset({'customer', 'one'})"
0.0378,"frozenset({'customer', 'service'})"
0.0263,"frozenset({'place', '3'})"
0.0252,"frozenset({'good', '3'})"
0.0242,"frozenset({'food', '3'})"
0.0236,"frozenset({'time', '3'})"
0.0224,"frozenset({'place', 'told'})"
0.0222,"frozenset({'told', 'back'})"
0.0261,"frozenset({'time', 'told'})"
0.0254,"frozenset({'would', 'told'})"
0.0228,"frozenset({'get', 'told'})"
0.0227,"frozenset({'told', 'one'})"
0.0231,"frozenset({'place', 'full'})"
0.02,"frozenset({'full', 'time'})"
0.0207,"frozenset({'good', 'full'})"
0.0205,"frozenset({'food', 'full'})"
0.02,"frozenset({'busy', 'place'})"
0.0204,"frozenset({'food', 'busy'})"
0.0763,"frozenset({'get', 'great'})"
0.0878,"frozenset({'get', 'time'})"
0.1054,"frozenset({'place', 'get'})"
0.0947,"frozenset({'good', 'get'})"
0.088,"frozenset({'food', 'get'})"
0.0653,"frozenset({'get', 'service'})"
0.0393,"frozenset({'place', 'get', 'great'})"
0.0339,"frozenset({'good', 'get', 'great'})"
0.0341,"frozenset({'food', 'get', 'great'})"
0.0314,"frozenset({'get', 'great', 'time'})"
0.045,"frozenset({'place', 'get', 'time'})"
0.0409,"frozenset({'good', 'get', 'time'})"
0.0374,"frozenset({'food', 'get', 'time'})"
0.0243,"frozenset({'place', 'good', 'get', 'time'})"
0.022,"frozenset({'place', 'food', 'get', 'time'})"
0.0218,"frozenset({'good', 'food', 'get', 'time'})"
0.0498,"frozenset({'place', 'good', 'get'})"
0.0482,"frozenset({'place', 'food', 'get'})"
0.0471,"frozenset({'good', 'food', 'get'})"
0.0275,"frozenset({'place', 'food', 'good', 'get'})"
0.0316,"frozenset({'good', 'get', 'service'})"
0.0306,"frozenset({'service', 'get', 'time'})"
0.0306,"frozenset({'food', 'get', 'service'})"
0.0305,"frozenset({'place', 'get', 'service'})"
0.0244,"frozenset({'get', 'great', 'service'})"
0.0473,"frozenset({'great', 'price'})"
0.0359,"frozenset({'get', 'price'})"
0.0311,"frozenset({'price', 'one'})"
0.0262,"frozenset({'really', 'price'})"
0.0503,"frozenset({'good', 'price'})"
0.0495,"frozenset({'food', 'price'})"
0.0395,"frozenset({'time', 'price'})"
0.0268,"frozenset({'also', 'price'})"
0.0214,"frozenset({'dont', 'price'})"
0.02,"frozenset({'even', 'price'})"
0.0532,"frozenset({'place', 'price'})"
0.0309,"frozenset({'would', 'price'})"
0.0319,"frozenset({'like', 'price'})"
0.0298,"frozenset({'go', 'price'})"
0.039,"frozenset({'service', 'price'})"
0.0203,"frozenset({'friendly', 'price'})"
0.0309,"frozenset({'price', 'back'})"
0.0202,"frozenset({'little', 'price'})"
0.0226,"frozenset({'well', 'price'})"
0.0238,"frozenset({'nice', 'price'})"
0.0244,"frozenset({'place', 'great', 'price'})"
0.0211,"frozenset({'food', 'great', 'price'})"
0.0203,"frozenset({'place', 'get', 'price'})"
0.0252,"frozenset({'good', 'place', 'price'})"
0.0248,"frozenset({'good', 'food', 'price'})"
0.0262,"frozenset({'food', 'place', 'price'})"
0.0202,"frozenset({'place', 'price', 'time'})"
0.0424,"frozenset({'first', 'one'})"
0.0419,"frozenset({'great', 'first'})"
0.0364,"frozenset({'get', 'first'})"
0.0283,"frozenset({'first', 'really'})"
0.0246,"frozenset({'u', 'first'})"
0.0373,"frozenset({'first', 'like'})"
0.0343,"frozenset({'would', 'first'})"
0.0227,"frozenset({'first', 'im'})"
0.0208,"frozenset({'first', 'make'})"
0.0206,"frozenset({'little', 'first'})"
0.0699,"frozenset({'first', 'time'})"
0.0516,"frozenset({'place', 'first'})"
0.0451,"frozenset({'food', 'first'})"
0.0424,"frozenset({'first', 'back'})"
0.0214,"frozenset({'come', 'first'})"
0.0208,"frozenset({'first', 'nice'})"
0.0359,"frozenset({'first', 'service'})"
0.0283,"frozenset({'also', 'first'})"
0.0268,"frozenset({'got', 'first'})"
0.0236,"frozenset({'ordered', 'first'})"
0.0205,"frozenset({'restaurant', 'first'})"
0.0452,"frozenset({'good', 'first'})"
0.0329,"frozenset({'go', 'first'})"
0.0214,"frozenset({'dont', 'first'})"
0.0234,"frozenset({'well', 'first'})"
0.0242,"frozenset({'even', 'first'})"
0.0226,"frozenset({'order', 'first'})"
0.0237,"frozenset({'place', 'first', 'one'})"
0.0258,"frozenset({'first', 'time', 'one'})"
0.0206,"frozenset({'great', 'place', 'first'})"
0.0261,"frozenset({'great', 'first', 'time'})"
0.0244,"frozenset({'get', 'first', 'time'})"
0.0202,"frozenset({'place', 'get', 'first'})"
0.0243,"frozenset({'first', 'like', 'time'})"
0.0206,"frozenset({'place', 'first', 'like'})"
0.0215,"frozenset({'would', 'first', 'time'})"
0.0328,"frozenset({'place', 'first', 'time'})"
0.0285,"frozenset({'food', 'first', 'time'})"
0.0234,"frozenset({'food', 'place', 'first'})"
0.0212,"frozenset({'good', 'food', 'first'})"
0.0276,"frozenset({'first', 'time', 'back'})"
0.0201,"frozenset({'place', 'first', 'back'})"
0.023,"frozenset({'service', 'first', 'time'})"
0.0293,"frozenset({'good', 'first', 'time'})"
0.023,"frozenset({'good', 'place', 'first'})"
0.0225,"frozenset({'go', 'first', 'time'})"
0.0415,"frozenset({'didnt', 'get'})"
0.0403,"frozenset({'didnt', 'one'})"
0.0355,"frozenset({'didnt', 'great'})"
0.0312,"frozenset({'didnt', 'really'})"
0.0281,"frozenset({'u', 'didnt'})"
0.0218,"frozenset({'didnt', 'first'})"
0.0484,"frozenset({'didnt', 'place'})"
0.0419,"frozenset({'didnt', 'like'})"
0.0352,"frozenset({'go', 'didnt'})"
0.0326,"frozenset({'got', 'didnt'})"
0.0372,"frozenset({'didnt', 'would'})"
0.0362,"frozenset({'didnt', 'service'})"
0.0263,"frozenset({'didnt', 'also'})"
0.0248,"frozenset({'ordered', 'didnt'})"
0.0226,"frozenset({'didnt', 'make'})"
0.021,"frozenset({'try', 'didnt'})"
0.0208,"frozenset({'didnt', 'restaurant'})"
0.046,"frozenset({'food', 'didnt'})"
0.0246,"frozenset({'order', 'didnt'})"
0.0473,"frozenset({'didnt', 'time'})"
0.0414,"frozenset({'didnt', 'back'})"
0.0221,"frozenset({'didnt', 'nice'})"
0.0493,"frozenset({'good', 'didnt'})"
0.0277,"frozenset({'dont', 'didnt'})"
0.0233,"frozenset({'didnt', 'well'})"
0.0322,"frozenset({'didnt', 'even'})"
0.0243,"frozenset({'didnt', 'come'})"
0.0234,"frozenset({'didnt', 'im'})"
0.0208,"frozenset({'didnt', 'little'})"
0.0215,"frozenset({'good', 'didnt', 'get'})"
0.0212,"frozenset({'didnt', 'get', 'time'})"
0.0203,"frozenset({'didnt', 'place', 'one'})"
0.0203,"frozenset({'good', 'didnt', 'one'})"
0.0202,"frozenset({'didnt', 'time', 'one'})"
0.0258,"frozenset({'good', 'didnt', 'place'})"
0.0213,"frozenset({'didnt', 'place', 'like'})"
0.0224,"frozenset({'good', 'didnt', 'like'})"
0.0223,"frozenset({'food', 'didnt', 'place'})"
0.0249,"frozenset({'good', 'food', 'didnt'})"
0.0205,"frozenset({'food', 'didnt', 'time'})"
0.0216,"frozenset({'good', 'didnt', 'time'})"
0.0218,"frozenset({'didnt', 'place', 'time'})"
0.0211,"frozenset({'good', 'didnt', 'back'})"
0.0204,"frozenset({'didnt', 'time', 'back'})"
0.0363,"frozenset({'get', 'know'})"
0.0358,"frozenset({'know', 'one'})"
0.0297,"frozenset({'great', 'know'})"
0.0246,"frozenset({'really', 'know'})"
0.0227,"frozenset({'didnt', 'know'})"
0.045,"frozenset({'place', 'know'})"
0.0366,"frozenset({'like', 'know'})"
0.0344,"frozenset({'food', 'know'})"
0.0296,"frozenset({'would', 'know'})"
0.0213,"frozenset({'make', 'know'})"
0.0212,"frozenset({'also', 'know'})"
0.0326,"frozenset({'know', 'back'})"
0.0234,"frozenset({'even', 'know'})"
0.0355,"frozenset({'dont', 'know'})"
0.0315,"frozenset({'go', 'know'})"
0.041,"frozenset({'good', 'know'})"
0.039,"frozenset({'time', 'know'})"
0.0311,"frozenset({'service', 'know'})"
0.0227,"frozenset({'im', 'know'})"
0.0214,"frozenset({'place', 'like', 'know'})"
0.0206,"frozenset({'good', 'food', 'know'})"
0.0203,"frozenset({'dont', 'place', 'know'})"
0.0235,"frozenset({'good', 'place', 'know'})"
0.0206,"frozenset({'place', 'time', 'know'})"
0.0327,"frozenset({'around', 'one'})"
0.0303,"frozenset({'around', 'get'})"
0.0289,"frozenset({'around', 'great'})"
0.0213,"frozenset({'around', 'really'})"
0.0351,"frozenset({'around', 'time'})"
0.0257,"frozenset({'around', 'back'})"
0.0224,"frozenset({'around', 'would'})"
0.0408,"frozenset({'around', 'place'})"
0.0347,"frozenset({'good', 'around'})"
0.0337,"frozenset({'around', 'food'})"
0.0241,"frozenset({'around', 'service'})"
0.0204,"frozenset({'got', 'around'})"
0.0204,"frozenset({'around', 'also'})"
0.0292,"frozenset({'around', 'like'})"
0.0246,"frozenset({'go', 'around'})"
0.0204,"frozenset({'around', 'dont'})"
0.0274,"frozenset({'give', 'one'})"
0.0234,"frozenset({'give', 'great'})"
0.0228,"frozenset({'give', 'get'})"
0.0297,"frozenset({'give', 'food'})"
0.0277,"frozenset({'give', 'would'})"
0.0231,"frozenset({'give', 'star'})"
0.0307,"frozenset({'give', 'good'})"
0.0274,"frozenset({'give', 'like'})"
0.0348,"frozenset({'give', 'place'})"
0.0239,"frozenset({'give', 'service'})"
0.0235,"frozenset({'give', 'back'})"
0.0204,"frozenset({'give', 'go'})"
0.0298,"frozenset({'give', 'time'})"
0.0262,"frozenset({'took', 'one'})"
0.0248,"frozenset({'took', 'get'})"
0.0216,"frozenset({'u', 'took'})"
0.0204,"frozenset({'took', 'great'})"
0.0285,"frozenset({'food', 'took'})"
0.028,"frozenset({'took', 'place'})"
0.024,"frozenset({'took', 'would'})"
0.0261,"frozenset({'took', 'back'})"
0.0206,"frozenset({'got', 'took'})"
0.0254,"frozenset({'took', 'service'})"
0.0304,"frozenset({'took', 'time'})"
0.0213,"frozenset({'took', 'like'})"
0.0267,"frozenset({'good', 'took'})"
0.0254,"frozenset({'find', 'great'})"
0.0242,"frozenset({'find', 'one'})"
0.0223,"frozenset({'find', 'get'})"
0.0316,"frozenset({'find', 'place'})"
0.0269,"frozenset({'good', 'find'})"
0.026,"frozenset({'food', 'find'})"
0.0239,"frozenset({'find', 'time'})"
0.0229,"frozenset({'find', 'like'})"
0.0214,"frozenset({'perfect', 'great'})"
0.0221,"frozenset({'perfect', 'place'})"
0.0218,"frozenset({'loved', 'great'})"
0.0207,"frozenset({'loved', 'place'})"
0.0344,"frozenset({'recommend', 'highly'})"
0.0207,"frozenset({'orleans', 'new'})"
0.0386,"frozenset({'definitely', 'would'})"
0.0249,"frozenset({'definitely', 'delicious'})"
0.0244,"frozenset({'definitely', 'nice'})"
0.0538,"frozenset({'definitely', 'place'})"
0.0502,"frozenset({'definitely', 'great'})"
0.0488,"frozenset({'definitely', 'back'})"
0.0216,"frozenset({'definitely', 'friendly'})"
0.047,"frozenset({'food', 'definitely'})"
0.0312,"frozenset({'definitely', 'service'})"
0.0205,"frozenset({'definitely', 'restaurant'})"
0.0209,"frozenset({'definitely', 'try'})"
0.0381,"frozenset({'definitely', 'time'})"
0.0283,"frozenset({'definitely', 'like'})"
0.0428,"frozenset({'good', 'definitely'})"
0.0314,"frozenset({'definitely', 'one'})"
0.0301,"frozenset({'go', 'definitely'})"
0.0295,"frozenset({'definitely', 'get'})"
0.022,"frozenset({'got', 'definitely'})"
0.0278,"frozenset({'definitely', 'also'})"
0.0273,"frozenset({'definitely', 'really'})"
0.024,"frozenset({'definitely', 'well'})"
0.0233,"frozenset({'definitely', 'place', 'great'})"
0.0219,"frozenset({'definitely', 'place', 'back'})"
0.0217,"frozenset({'definitely', 'great', 'back'})"
0.0241,"frozenset({'place', 'food', 'definitely'})"
0.022,"frozenset({'food', 'definitely', 'great'})"
0.0212,"frozenset({'good', 'definitely', 'place'})"
0.0213,"frozenset({'good', 'food', 'definitely'})"
0.0401,"frozenset({'recommend', 'would'})"
0.0212,"frozenset({'definitely', 'recommend'})"
0.0324,"frozenset({'food', 'recommend'})"
0.0251,"frozenset({'recommend', 'time'})"
0.0392,"frozenset({'recommend', 'place'})"
0.0359,"frozenset({'recommend', 'great'})"
0.0223,"frozenset({'recommend', 'get'})"
0.0205,"frozenset({'recommend', 'like'})"
0.0305,"frozenset({'good', 'recommend'})"
0.0216,"frozenset({'recommend', 'one'})"
0.0284,"frozenset({'recommend', 'service'})"
0.0204,"frozenset({'recommend', 'also'})"
0.0253,"frozenset({'good', 'selection'})"
0.0236,"frozenset({'place', 'selection'})"
0.0211,"frozenset({'food', 'selection'})"
0.0261,"frozenset({'great', 'selection'})"
0.0343,"frozenset({'pretty', 'like'})"
0.0335,"frozenset({'pretty', 'get'})"
0.0285,"frozenset({'pretty', 'would'})"
0.0283,"frozenset({'pretty', 'really'})"
0.0281,"frozenset({'pretty', 'go'})"
0.0234,"frozenset({'pretty', 'also'})"
0.055,"frozenset({'pretty', 'good'})"
0.0421,"frozenset({'pretty', 'food'})"
0.0317,"frozenset({'pretty', 'one'})"
0.028,"frozenset({'pretty', 'service'})"
0.0275,"frozenset({'pretty', 'back'})"
0.0214,"frozenset({'pretty', 'im'})"
0.0332,"frozenset({'pretty', 'time'})"
0.0221,"frozenset({'pretty', 'much'})"
0.0221,"frozenset({'pretty', 'nice'})"
0.0467,"frozenset({'pretty', 'place'})"
0.0213,"frozenset({'pretty', 'got'})"
0.0317,"frozenset({'pretty', 'great'})"
0.0207,"frozenset({'pretty', 'little'})"
0.0228,"frozenset({'pretty', 'good', 'like'})"
0.0216,"frozenset({'pretty', 'place', 'like'})"
0.0206,"frozenset({'pretty', 'good', 'get'})"
0.0281,"frozenset({'pretty', 'food', 'good'})"
0.023,"frozenset({'pretty', 'food', 'place'})"
