support,itemsets
0.0217,"frozenset({'way', 'good', 'place'})"
0.0214,"frozenset({'way', 'food', 'good'})"
0.0203,"frozenset({'way', 'food', 'place'})"
0.02,"frozenset({'way', 'place', 'time'})"
0.0205,"frozenset({'way', 'place', 'like'})"
0.0374,"frozenset({'time', 'going'})"
0.035,"frozenset({'good', 'going'})"
0.0323,"frozenset({'food', 'going'})"
0.0306,"frozenset({'like', 'going'})"
0.041,"frozenset({'place', 'going'})"
0.0381,"frozenset({'back', 'going'})"
0.0314,"frozenset({'great', 'going'})"
0.0293,"frozenset({'go', 'going'})"
0.0222,"frozenset({'im', 'going'})"
0.0212,"frozenset({'really', 'going'})"
0.0327,"frozenset({'one', 'going'})"
0.0325,"frozenset({'get', 'going'})"
0.0305,"frozenset({'would', 'going'})"
0.0265,"frozenset({'service', 'going'})"
0.0214,"frozenset({'dont', 'going'})"
0.0211,"frozenset({'got', 'going'})"
0.0201,"frozenset({'back', 'place', 'going'})"
0.0394,"frozenset({'time', 'take'})"
0.0367,"frozenset({'food', 'take'})"
0.0328,"frozenset({'good', 'take'})"
0.0309,"frozenset({'like', 'take'})"
0.0216,"frozenset({'order', 'take'})"
0.0392,"frozenset({'place', 'take'})"
0.0298,"frozenset({'take', 'back'})"
0.0279,"frozenset({'great', 'take'})"
0.0276,"frozenset({'go', 'take'})"
0.0204,"frozenset({'really', 'take'})"
0.0321,"frozenset({'get', 'take'})"
0.0291,"frozenset({'take', 'one'})"
0.0274,"frozenset({'would', 'take'})"
0.0274,"frozenset({'service', 'take'})"
0.0218,"frozenset({'make', 'take'})"
0.0217,"frozenset({'dont', 'take'})"
0.0207,"frozenset({'even', 'take'})"
0.0212,"frozenset({'also', 'take'})"
0.0358,"frozenset({'food', 'want'})"
0.0338,"frozenset({'good', 'want'})"
0.0322,"frozenset({'time', 'want'})"
0.0304,"frozenset({'like', 'want'})"
0.0322,"frozenset({'go', 'want'})"
0.0248,"frozenset({'would', 'want'})"
0.0417,"frozenset({'place', 'want'})"
0.0319,"frozenset({'get', 'want'})"
0.0275,"frozenset({'want', 'one'})"
0.0265,"frozenset({'dont', 'want'})"
0.0259,"frozenset({'want', 'back'})"
0.024,"frozenset({'service', 'want'})"
0.0218,"frozenset({'really', 'want'})"
0.0209,"frozenset({'also', 'want'})"
0.0286,"frozenset({'great', 'want'})"
0.0212,"frozenset({'food', 'place', 'want'})"
0.0412,"frozenset({'food', 'eat'})"
0.036,"frozenset({'good', 'eat'})"
0.0275,"frozenset({'time', 'eat'})"
0.0273,"frozenset({'like', 'eat'})"
0.0234,"frozenset({'would', 'eat'})"
0.0231,"frozenset({'go', 'eat'})"
0.04,"frozenset({'place', 'eat'})"
0.0228,"frozenset({'eat', 'back'})"
0.0221,"frozenset({'get', 'eat'})"
0.0231,"frozenset({'service', 'eat'})"
0.0275,"frozenset({'great', 'eat'})"
0.024,"frozenset({'eat', 'one'})"
0.023,"frozenset({'good', 'food', 'eat'})"
0.0207,"frozenset({'good', 'place', 'eat'})"
0.023,"frozenset({'food', 'place', 'eat'})"
0.0325,"frozenset({'time', 'hour'})"
0.0298,"frozenset({'food', 'hour'})"
0.0269,"frozenset({'good', 'hour'})"
0.022,"frozenset({'like', 'hour'})"
0.0289,"frozenset({'get', 'hour'})"
0.0273,"frozenset({'great', 'hour'})"
0.0247,"frozenset({'hour', 'one'})"
0.0229,"frozenset({'would', 'hour'})"
0.0217,"frozenset({'hour', 'back'})"
0.029,"frozenset({'place', 'hour'})"
0.0234,"frozenset({'go', 'hour'})"
0.0265,"frozenset({'service', 'hour'})"
0.028,"frozenset({'good', 'location'})"
0.0254,"frozenset({'food', 'location'})"
0.0252,"frozenset({'time', 'location'})"
0.0204,"frozenset({'like', 'location'})"
0.0273,"frozenset({'great', 'location'})"
0.0259,"frozenset({'place', 'location'})"
0.0219,"frozenset({'service', 'location'})"
0.0311,"frozenset({'time', 'many'})"
0.0293,"frozenset({'food', 'many'})"
0.0283,"frozenset({'good', 'many'})"
0.0236,"frozenset({'like', 'many'})"
0.0267,"frozenset({'one', 'many'})"
0.0256,"frozenset({'great', 'many'})"
0.0338,"frozenset({'place', 'many'})"
0.0218,"frozenset({'get', 'many'})"
0.0304,"frozenset({'2', 'time'})"
0.0283,"frozenset({'good', '2'})"
0.0269,"frozenset({'food', '2'})"
0.0251,"frozenset({'like', '2'})"
0.0217,"frozenset({'great', '2'})"
0.0216,"frozenset({'2', 'one'})"
0.031,"frozenset({'place', '2'})"
0.0247,"frozenset({'get', '2'})"
0.022,"frozenset({'would', '2'})"
0.0214,"frozenset({'go', '2'})"
0.0214,"frozenset({'2', 'service'})"
0.031,"frozenset({'another', 'time'})"
0.0285,"frozenset({'food', 'another'})"
0.0281,"frozenset({'good', 'another'})"
0.0251,"frozenset({'another', 'like'})"
0.0315,"frozenset({'place', 'another'})"
0.0264,"frozenset({'get', 'another'})"
0.0237,"frozenset({'go', 'another'})"
0.0214,"frozenset({'another', 'great'})"
0.0277,"frozenset({'another', 'one'})"
0.0251,"frozenset({'another', 'service'})"
0.0239,"frozenset({'would', 'another'})"
0.0257,"frozenset({'another', 'back'})"
0.0332,"frozenset({'good', 'tried'})"
0.027,"frozenset({'food', 'tried'})"
0.0268,"frozenset({'tried', 'time'})"
0.0205,"frozenset({'tried', 'like'})"
0.0316,"frozenset({'tried', 'place'})"
0.0246,"frozenset({'tried', 'great'})"
0.0211,"frozenset({'tried', 'get'})"
0.0214,"frozenset({'tried', 'back'})"
0.0212,"frozenset({'tried', 'one'})"
0.0312,"frozenset({'food', 'bad'})"
0.0306,"frozenset({'good', 'bad'})"
0.0243,"frozenset({'bad', 'time'})"
0.0227,"frozenset({'bad', 'like'})"
0.0316,"frozenset({'place', 'bad'})"
0.0222,"frozenset({'bad', 'service'})"
0.0217,"frozenset({'bad', 'one'})"
0.0202,"frozenset({'bad', 'back'})"
0.0216,"frozenset({'get', 'bad'})"
0.0345,"frozenset({'time', 'long'})"
0.0295,"frozenset({'food', 'long'})"
0.0282,"frozenset({'good', 'long'})"
0.0225,"frozenset({'like', 'long'})"
0.0277,"frozenset({'place', 'long'})"
0.0214,"frozenset({'go', 'long'})"
0.0214,"frozenset({'great', 'long'})"
0.0233,"frozenset({'service', 'long'})"
0.0223,"frozenset({'long', 'one'})"
0.0239,"frozenset({'get', 'long'})"
0.0472,"frozenset({'like', 'nice'})"
0.0415,"frozenset({'would', 'nice'})"
0.0692,"frozenset({'place', 'nice'})"
0.0596,"frozenset({'great', 'nice'})"
0.0386,"frozenset({'nice', 'back'})"
0.0644,"frozenset({'good', 'nice'})"
0.0372,"frozenset({'also', 'nice'})"
0.0576,"frozenset({'food', 'nice'})"
0.0446,"frozenset({'nice', 'time'})"
0.0395,"frozenset({'get', 'nice'})"
0.0433,"frozenset({'nice', 'one'})"
0.0384,"frozenset({'go', 'nice'})"
0.0409,"frozenset({'nice', 'service'})"
0.0413,"frozenset({'really', 'nice'})"
0.0242,"frozenset({'best', 'nice'})"
0.0259,"frozenset({'place', 'like', 'nice'})"
0.0215,"frozenset({'food', 'like', 'nice'})"
0.0255,"frozenset({'good', 'like', 'nice'})"
0.0213,"frozenset({'good', 'would', 'nice'})"
0.0222,"frozenset({'place', 'would', 'nice'})"
0.0311,"frozenset({'place', 'great', 'nice'})"
0.0254,"frozenset({'good', 'great', 'nice'})"
0.0329,"frozenset({'good', 'place', 'nice'})"
0.0201,"frozenset({'also', 'place', 'nice'})"
0.0306,"frozenset({'food', 'place', 'nice'})"
0.0319,"frozenset({'good', 'food', 'nice'})"
0.0248,"frozenset({'food', 'great', 'nice'})"
0.0223,"frozenset({'place', 'nice', 'time'})"
0.0201,"frozenset({'food', 'nice', 'time'})"
0.0221,"frozenset({'good', 'nice', 'time'})"
0.0206,"frozenset({'place', 'get', 'nice'})"
0.0207,"frozenset({'good', 'get', 'nice'})"
0.0241,"frozenset({'place', 'nice', 'one'})"
0.0215,"frozenset({'good', 'nice', 'one'})"
0.0205,"frozenset({'like', 'nice', 'one'})"
0.0215,"frozenset({'go', 'good', 'nice'})"
0.0224,"frozenset({'go', 'place', 'nice'})"
0.0212,"frozenset({'good', 'nice', 'service'})"
0.0206,"frozenset({'food', 'nice', 'service'})"
0.0243,"frozenset({'good', 'really', 'nice'})"
0.0225,"frozenset({'place', 'really', 'nice'})"
0.0458,"frozenset({'even', 'like'})"
0.0236,"frozenset({'even', 'nice'})"
0.0468,"frozenset({'even', 'get'})"
0.0405,"frozenset({'even', 'would'})"
0.0393,"frozenset({'go', 'even'})"
0.0331,"frozenset({'even', 'really'})"
0.0304,"frozenset({'also', 'even'})"
0.0223,"frozenset({'even', 'staff'})"
0.0543,"frozenset({'even', 'time'})"
0.0482,"frozenset({'even', 'one'})"
0.0419,"frozenset({'even', 'back'})"
0.0533,"frozenset({'good', 'even'})"
0.0254,"frozenset({'even', 'best'})"
0.0591,"frozenset({'place', 'even'})"
0.0531,"frozenset({'food', 'even'})"
0.0432,"frozenset({'even', 'service'})"
0.0347,"frozenset({'dont', 'even'})"
0.0441,"frozenset({'even', 'great'})"
0.0309,"frozenset({'got', 'even'})"
0.0241,"frozenset({'even', 'restaurant'})"
0.0265,"frozenset({'even', 'well'})"
0.0204,"frozenset({'even', 'get', 'like'})"
0.0262,"frozenset({'place', 'even', 'like'})"
0.0231,"frozenset({'good', 'even', 'like'})"
0.0216,"frozenset({'even', 'like', 'time'})"
0.0207,"frozenset({'even', 'like', 'one'})"
0.0203,"frozenset({'food', 'even', 'like'})"
0.0238,"frozenset({'even', 'get', 'time'})"
0.0218,"frozenset({'even', 'get', 'one'})"
0.0245,"frozenset({'place', 'even', 'get'})"
0.0214,"frozenset({'good', 'even', 'get'})"
0.0204,"frozenset({'even', 'would', 'time'})"
0.0215,"frozenset({'place', 'go', 'even'})"
0.0251,"frozenset({'place', 'even', 'time'})"
0.024,"frozenset({'even', 'time', 'one'})"
0.0243,"frozenset({'place', 'even', 'one'})"
0.0214,"frozenset({'good', 'even', 'one'})"
0.0214,"frozenset({'even', 'time', 'back'})"
0.0206,"frozenset({'place', 'even', 'back'})"
0.0283,"frozenset({'place', 'good', 'even'})"
0.0247,"frozenset({'good', 'even', 'time'})"
0.0266,"frozenset({'place', 'food', 'even'})"
0.0263,"frozenset({'good', 'food', 'even'})"
0.0237,"frozenset({'food', 'even', 'time'})"
0.0215,"frozenset({'food', 'even', 'service'})"
0.02,"frozenset({'service', 'even', 'time'})"
0.022,"frozenset({'place', 'even', 'great'})"
0.045,"frozenset({'like', 'make'})"
0.0294,"frozenset({'even', 'make'})"
0.0246,"frozenset({'make', 'nice'})"
0.0444,"frozenset({'great', 'make'})"
0.0388,"frozenset({'would', 'make'})"
0.0515,"frozenset({'food', 'make'})"
0.0496,"frozenset({'make', 'time'})"
0.0409,"frozenset({'go', 'make'})"
0.0566,"frozenset({'place', 'make'})"
0.0559,"frozenset({'good', 'make'})"
0.0464,"frozenset({'get', 'make'})"
0.0442,"frozenset({'make', 'one'})"
0.0383,"frozenset({'make', 'back'})"
0.0358,"frozenset({'make', 'service'})"
0.0319,"frozenset({'make', 'really'})"
0.0313,"frozenset({'dont', 'make'})"
0.0228,"frozenset({'make', 'love'})"
0.022,"frozenset({'make', 'staff'})"
0.0342,"frozenset({'also', 'make'})"
0.0254,"frozenset({'got', 'make'})"
0.0218,"frozenset({'restaurant', 'make'})"
0.0269,"frozenset({'make', 'best'})"
0.0255,"frozenset({'well', 'make'})"
0.0244,"frozenset({'good', 'like', 'make'})"
0.0243,"frozenset({'place', 'like', 'make'})"
0.0219,"frozenset({'food', 'like', 'make'})"
0.0212,"frozenset({'like', 'time', 'make'})"
0.0224,"frozenset({'place', 'great', 'make'})"
0.0285,"frozenset({'good', 'food', 'make'})"
0.0278,"frozenset({'food', 'place', 'make'})"
0.0218,"frozenset({'food', 'make', 'time'})"
0.0248,"frozenset({'good', 'make', 'time'})"
0.0247,"frozenset({'place', 'make', 'time'})"
0.0214,"frozenset({'go', 'place', 'make'})"
0.0212,"frozenset({'go', 'good', 'make'})"
0.0285,"frozenset({'good', 'place', 'make'})"
0.0254,"frozenset({'good', 'get', 'make'})"
0.0236,"frozenset({'place', 'get', 'make'})"
0.0223,"frozenset({'get', 'make', 'time'})"
0.023,"frozenset({'good', 'make', 'one'})"
0.0223,"frozenset({'place', 'make', 'one'})"
0.022,"frozenset({'make', 'time', 'one'})"
0.0213,"frozenset({'like', 'make', 'one'})"
0.0206,"frozenset({'get', 'make', 'one'})"
0.0202,"frozenset({'food', 'make', 'one'})"
0.02,"frozenset({'good', 'make', 'back'})"
0.0426,"frozenset({'ive', 'like'})"
0.0249,"frozenset({'ive', 'make'})"
0.0245,"frozenset({'even', 'ive'})"
0.0232,"frozenset({'ive', 'nice'})"
0.0582,"frozenset({'place', 'ive'})"
0.0452,"frozenset({'ive', 'great'})"
0.0418,"frozenset({'ive', 'get'})"
0.0352,"frozenset({'go', 'ive'})"
0.0218,"frozenset({'got', 'ive'})"
0.052,"frozenset({'good', 'ive'})"
0.044,"frozenset({'ive', 'best'})"
0.0303,"frozenset({'ive', 'really'})"
0.0438,"frozenset({'ive', 'one'})"
0.0371,"frozenset({'ive', 'service'})"
0.0327,"frozenset({'ive', 'back'})"
0.0294,"frozenset({'dont', 'ive'})"
0.0286,"frozenset({'would', 'ive'})"
0.022,"frozenset({'ive', 'restaurant'})"
0.0525,"frozenset({'ive', 'time'})"
0.0505,"frozenset({'food', 'ive'})"
0.0273,"frozenset({'also', 'ive'})"
0.0231,"frozenset({'ive', 'love'})"
0.023,"frozenset({'ive', 'well'})"
0.0244,"frozenset({'place', 'ive', 'like'})"
0.021,"frozenset({'food', 'ive', 'like'})"
0.0207,"frozenset({'ive', 'like', 'time'})"
0.0224,"frozenset({'good', 'ive', 'like'})"
0.0227,"frozenset({'place', 'ive', 'great'})"
0.0228,"frozenset({'place', 'ive', 'get'})"
0.0204,"frozenset({'good', 'ive', 'get'})"
0.0211,"frozenset({'ive', 'get', 'time'})"
0.0243,"frozenset({'good', 'ive', 'time'})"
0.027,"frozenset({'place', 'good', 'ive'})"
0.0215,"frozenset({'place', 'ive', 'one'})"
0.0209,"frozenset({'ive', 'time', 'one'})"
0.0248,"frozenset({'place', 'ive', 'time'})"
0.0267,"frozenset({'place', 'food', 'ive'})"
0.0229,"frozenset({'food', 'ive', 'time'})"
0.0254,"frozenset({'good', 'food', 'ive'})"
0.0344,"frozenset({'like', 'always'})"
0.0252,"frozenset({'ive', 'always'})"
0.0245,"frozenset({'make', 'always'})"
0.0456,"frozenset({'food', 'always'})"
0.0449,"frozenset({'time', 'always'})"
0.0353,"frozenset({'go', 'always'})"
0.0206,"frozenset({'would', 'always'})"
0.0471,"frozenset({'good', 'always'})"
0.0255,"frozenset({'best', 'always'})"
0.0238,"frozenset({'really', 'always'})"
0.0502,"frozenset({'place', 'always'})"
0.0444,"frozenset({'great', 'always'})"
0.0337,"frozenset({'service', 'always'})"
0.0292,"frozenset({'love', 'always'})"
0.0246,"frozenset({'also', 'always'})"
0.0242,"frozenset({'friendly', 'always'})"
0.0239,"frozenset({'dont', 'always'})"
0.024,"frozenset({'staff', 'always'})"
0.0319,"frozenset({'always', 'one'})"
0.035,"frozenset({'get', 'always'})"
0.0235,"frozenset({'always', 'back'})"
0.022,"frozenset({'come', 'always'})"
0.023,"frozenset({'good', 'food', 'always'})"
0.022,"frozenset({'food', 'place', 'always'})"
0.0218,"frozenset({'place', 'time', 'always'})"
0.0208,"frozenset({'good', 'time', 'always'})"
0.0227,"frozenset({'good', 'place', 'always'})"
0.0213,"frozenset({'place', 'great', 'always'})"
0.02,"frozenset({'food', 'great', 'always'})"
0.0244,"frozenset({'amazing', 'like'})"
0.0209,"frozenset({'amazing', 'would'})"
0.0399,"frozenset({'amazing', 'great'})"
0.0441,"frozenset({'amazing', 'place'})"
0.0296,"frozenset({'amazing', 'service'})"
0.0246,"frozenset({'amazing', 'one'})"
0.0227,"frozenset({'amazing', 'also'})"
0.0336,"frozenset({'good', 'amazing'})"
0.0421,"frozenset({'food', 'amazing'})"
0.0279,"frozenset({'amazing', 'time'})"
0.026,"frozenset({'amazing', 'get'})"
0.0245,"frozenset({'go', 'amazing'})"
0.022,"frozenset({'amazing', 'really'})"
0.0209,"frozenset({'amazing', 'best'})"
0.0268,"frozenset({'amazing', 'back'})"
0.02,"frozenset({'food', 'amazing', 'place'})"
0.0334,"frozenset({'lot', 'like'})"
0.0392,"frozenset({'good', 'lot'})"
0.0384,"frozenset({'place', 'lot'})"
0.0233,"frozenset({'also', 'lot'})"
0.0313,"frozenset({'lot', 'great'})"
0.0297,"frozenset({'lot', 'time'})"
0.0288,"frozenset({'lot', 'one'})"
0.0249,"frozenset({'would', 'lot'})"
0.0238,"frozenset({'lot', 'really'})"
0.0284,"frozenset({'get', 'lot'})"
0.033,"frozenset({'food', 'lot'})"
0.0252,"frozenset({'go', 'lot'})"
0.0248,"frozenset({'lot', 'back'})"
0.0236,"frozenset({'lot', 'service'})"
0.0203,"frozenset({'dont', 'lot'})"
0.0202,"frozenset({'good', 'food', 'lot'})"
0.021,"frozenset({'like', 'year'})"
0.0279,"frozenset({'great', 'year'})"
0.0227,"frozenset({'go', 'year'})"
0.0235,"frozenset({'year', 'one'})"
0.031,"frozenset({'year', 'time'})"
0.0298,"frozenset({'place', 'year'})"
0.026,"frozenset({'get', 'year'})"
0.0252,"frozenset({'good', 'year'})"
0.023,"frozenset({'food', 'year'})"
0.0212,"frozenset({'year', 'service'})"
0.0224,"frozenset({'year', 'back'})"
0.0276,"frozenset({'like', 'review'})"
0.032,"frozenset({'place', 'review'})"
0.0303,"frozenset({'good', 'review'})"
0.0294,"frozenset({'time', 'review'})"
0.0281,"frozenset({'food', 'review'})"
0.0262,"frozenset({'review', 'one'})"
0.0243,"frozenset({'get', 'review'})"
0.0241,"frozenset({'review', 'back'})"
0.0232,"frozenset({'would', 'review'})"
0.0223,"frozenset({'service', 'review'})"
0.0214,"frozenset({'go', 'review'})"
0.0206,"frozenset({'really', 'review'})"
0.0234,"frozenset({'great', 'review'})"
0.0246,"frozenset({'like', 'every'})"
0.0368,"frozenset({'every', 'time'})"
0.0275,"frozenset({'food', 'every'})"
0.0245,"frozenset({'go', 'every'})"
0.0305,"frozenset({'place', 'every'})"
0.0227,"frozenset({'every', 'one'})"
0.0249,"frozenset({'great', 'every'})"
0.0251,"frozenset({'get', 'every'})"
0.0245,"frozenset({'good', 'every'})"
0.0209,"frozenset({'like', 'work'})"
0.0248,"frozenset({'get', 'work'})"
0.0209,"frozenset({'go', 'work'})"
0.0236,"frozenset({'good', 'work'})"
0.0276,"frozenset({'place', 'work'})"
0.0231,"frozenset({'great', 'work'})"
0.0218,"frozenset({'work', 'one'})"
0.0272,"frozenset({'time', 'work'})"
0.0203,"frozenset({'service', 'work'})"
0.0221,"frozenset({'need', 'like'})"
0.0243,"frozenset({'need', 'get'})"
0.0216,"frozenset({'need', 'great'})"
0.0266,"frozenset({'need', 'place'})"
0.0259,"frozenset({'need', 'time'})"
0.0206,"frozenset({'need', 'one'})"
0.0243,"frozenset({'good', 'need'})"
0.0205,"frozenset({'food', 'need'})"
0.0286,"frozenset({'clean', 'place'})"
0.0245,"frozenset({'clean', 'great'})"
0.0213,"frozenset({'clean', 'time'})"
0.0204,"frozenset({'clean', 'friendly'})"
0.0201,"frozenset({'good', 'clean'})"
0.02,"frozenset({'nothing', 'like'})"
0.0238,"frozenset({'food', 'nothing'})"
0.0221,"frozenset({'good', 'nothing'})"
0.0248,"frozenset({'nothing', 'place'})"
0.0233,"frozenset({'check', 'place'})"
0.0216,"frozenset({'check', 'time'})"
0.02,"frozenset({'place', 'top'})"
0.0798,"frozenset({'also', 'place'})"
0.0764,"frozenset({'good', 'also'})"
0.0573,"frozenset({'also', 'like'})"
0.0523,"frozenset({'also', 'get'})"
0.0485,"frozenset({'also', 'would'})"
0.0473,"frozenset({'go', 'also'})"
0.0464,"frozenset({'also', 'really'})"
0.0664,"frozenset({'also', 'great'})"
0.0594,"frozenset({'also', 'time'})"
0.0483,"frozenset({'also', 'service'})"
0.0678,"frozenset({'food', 'also'})"
0.0534,"frozenset({'also', 'one'})"
0.0476,"frozenset({'also', 'back'})"
0.0407,"frozenset({'good', 'also', 'place'})"
0.0326,"frozenset({'also', 'place', 'like'})"
0.025,"frozenset({'food', 'also', 'like'})"
0.0253,"frozenset({'also', 'like', 'time'})"
0.0231,"frozenset({'great', 'also', 'like'})"
0.0305,"frozenset({'good', 'also', 'like'})"
0.0237,"frozenset({'also', 'get', 'like'})"
0.0284,"frozenset({'place', 'also', 'get'})"
0.0243,"frozenset({'also', 'get', 'time'})"
0.0224,"frozenset({'food', 'also', 'get'})"
0.0208,"frozenset({'also', 'get', 'great'})"
0.0272,"frozenset({'good', 'also', 'get'})"
0.021,"frozenset({'also', 'get', 'one'})"
0.0205,"frozenset({'also', 'would', 'like'})"
0.025,"frozenset({'place', 'also', 'would'})"
0.021,"frozenset({'also', 'would', 'one'})"
0.0209,"frozenset({'food', 'also', 'would'})"
0.0252,"frozenset({'good', 'also', 'would'})"
0.021,"frozenset({'also', 'would', 'time'})"
0.0202,"frozenset({'go', 'also', 'like'})"
0.0263,"frozenset({'go', 'also', 'place'})"
0.0213,"frozenset({'go', 'also', 'time'})"
0.0209,"frozenset({'go', 'also', 'great'})"
0.0217,"frozenset({'go', 'food', 'also'})"
0.0252,"frozenset({'good', 'go', 'also'})"
0.0217,"frozenset({'also', 'like', 'really'})"
0.0254,"frozenset({'also', 'place', 'really'})"
0.0221,"frozenset({'food', 'also', 'really'})"
0.0202,"frozenset({'also', 'great', 'really'})"
0.0287,"frozenset({'good', 'also', 'really'})"
0.0352,"frozenset({'also', 'place', 'great'})"
0.029,"frozenset({'food', 'also', 'great'})"
0.0309,"frozenset({'good', 'also', 'great'})"
0.03,"frozenset({'also', 'place', 'time'})"
0.0249,"frozenset({'also', 'great', 'time'})"
0.0292,"frozenset({'good', 'also', 'time'})"
0.0254,"frozenset({'food', 'also', 'time'})"
0.023,"frozenset({'also', 'place', 'service'})"
0.0229,"frozenset({'also', 'great', 'service'})"
0.0236,"frozenset({'food', 'also', 'service'})"
0.0235,"frozenset({'good', 'also', 'service'})"
0.0385,"frozenset({'good', 'food', 'also'})"
0.0372,"frozenset({'food', 'also', 'place'})"
0.0231,"frozenset({'good', 'food', 'also', 'place'})"
0.0309,"frozenset({'also', 'place', 'one'})"
0.022,"frozenset({'also', 'great', 'one'})"
0.0265,"frozenset({'good', 'also', 'one'})"
0.0255,"frozenset({'also', 'time', 'one'})"
0.0234,"frozenset({'also', 'like', 'one'})"
0.0234,"frozenset({'food', 'also', 'one'})"
0.0243,"frozenset({'good', 'also', 'back'})"
0.0211,"frozenset({'also', 'time', 'back'})"
0.0205,"frozenset({'back', 'also', 'one'})"
0.0239,"frozenset({'also', 'place', 'back'})"
0.0596,"frozenset({'place', 'friendly'})"
0.0543,"frozenset({'good', 'friendly'})"
0.0306,"frozenset({'also', 'friendly'})"
0.0576,"frozenset({'friendly', 'great'})"
0.034,"frozenset({'friendly', 'back'})"
0.0269,"frozenset({'friendly', 'nice'})"
0.0468,"frozenset({'friendly', 'service'})"
0.0408,"frozenset({'friendly', 'time'})"
0.0323,"frozenset({'go', 'friendly'})"
0.0242,"frozenset({'friendly', 'best'})"
0.0328,"frozenset({'friendly', 'one'})"
0.0288,"frozenset({'would', 'friendly'})"
0.0549,"frozenset({'food', 'friendly'})"
0.0324,"frozenset({'friendly', 'get'})"
0.0341,"frozenset({'friendly', 'like'})"
0.0278,"frozenset({'friendly', 'really'})"
0.0241,"frozenset({'place', 'good', 'friendly'})"
0.0217,"frozenset({'good', 'friendly', 'great'})"
0.0253,"frozenset({'good', 'food', 'friendly'})"
0.0279,"frozenset({'place', 'friendly', 'great'})"
0.0213,"frozenset({'friendly', 'great', 'service'})"
0.0215,"frozenset({'food', 'friendly', 'service'})"
0.025,"frozenset({'food', 'friendly', 'great'})"
0.0258,"frozenset({'place', 'food', 'friendly'})"
0.0626,"frozenset({'friendly', 'staff'})"
0.0565,"frozenset({'place', 'staff'})"
0.0464,"frozenset({'good', 'staff'})"
0.0268,"frozenset({'also', 'staff'})"
0.0345,"frozenset({'get', 'staff'})"
0.0342,"frozenset({'like', 'staff'})"
0.0308,"frozenset({'go', 'staff'})"
0.0293,"frozenset({'would', 'staff'})"
0.0263,"frozenset({'really', 'staff'})"
0.057,"frozenset({'great', 'staff'})"
0.032,"frozenset({'staff', 'back'})"
0.0306,"frozenset({'nice', 'staff'})"
0.0538,"frozenset({'food', 'staff'})"
0.0363,"frozenset({'staff', 'one'})"
0.0318,"frozenset({'service', 'staff'})"
0.0456,"frozenset({'time', 'staff'})"
0.0248,"frozenset({'best', 'staff'})"
0.0256,"frozenset({'place', 'friendly', 'staff'})"
0.0261,"frozenset({'place', 'great', 'staff'})"
0.0217,"frozenset({'good', 'friendly', 'staff'})"
0.0204,"frozenset({'good', 'place', 'staff'})"
0.0229,"frozenset({'good', 'food', 'staff'})"
0.0246,"frozenset({'friendly', 'great', 'staff'})"
0.0231,"frozenset({'food', 'place', 'staff'})"
0.0218,"frozenset({'food', 'friendly', 'staff'})"
0.0232,"frozenset({'food', 'great', 'staff'})"
0.0219,"frozenset({'food', 'time', 'staff'})"
0.0203,"frozenset({'place', 'staff', 'time'})"
0.0535,"frozenset({'good', 'menu'})"
0.0532,"frozenset({'place', 'menu'})"
0.0275,"frozenset({'also', 'menu'})"
0.0448,"frozenset({'great', 'menu'})"
0.0391,"frozenset({'like', 'menu'})"
0.0371,"frozenset({'menu', 'time'})"
0.0352,"frozenset({'menu', 'one'})"
0.0299,"frozenset({'would', 'menu'})"
0.0289,"frozenset({'really', 'menu'})"
0.026,"frozenset({'u', 'menu'})"
0.0259,"frozenset({'well', 'menu'})"
0.0258,"frozenset({'try', 'menu'})"
0.0593,"frozenset({'food', 'menu'})"
0.0326,"frozenset({'go', 'menu'})"
0.0228,"frozenset({'make', 'menu'})"
0.0226,"frozenset({'menu', 'delicious'})"
0.0368,"frozenset({'menu', 'back'})"
0.0251,"frozenset({'ordered', 'menu'})"
0.0389,"frozenset({'menu', 'service'})"
0.0324,"frozenset({'restaurant', 'menu'})"
0.0336,"frozenset({'get', 'menu'})"
0.0258,"frozenset({'order', 'menu'})"
0.023,"frozenset({'nice', 'menu'})"
0.0223,"frozenset({'dont', 'menu'})"
0.0228,"frozenset({'little', 'menu'})"
0.0206,"frozenset({'best', 'menu'})"
0.0317,"frozenset({'good', 'food', 'menu'})"
0.0288,"frozenset({'good', 'place', 'menu'})"
0.0312,"frozenset({'food', 'place', 'menu'})"
0.0225,"frozenset({'good', 'great', 'menu'})"
0.0231,"frozenset({'place', 'great', 'menu'})"
0.0269,"frozenset({'food', 'great', 'menu'})"
0.0235,"frozenset({'good', 'like', 'menu'})"
0.0244,"frozenset({'food', 'like', 'menu'})"
0.0229,"frozenset({'place', 'like', 'menu'})"
0.0203,"frozenset({'good', 'menu', 'time'})"
0.0223,"frozenset({'food', 'menu', 'time'})"
0.0201,"frozenset({'place', 'menu', 'time'})"
0.0201,"frozenset({'good', 'menu', 'one'})"
0.021,"frozenset({'food', 'menu', 'one'})"
0.0206,"frozenset({'food', 'menu', 'back'})"
0.0204,"frozenset({'good', 'menu', 'service'})"
0.0249,"frozenset({'food', 'menu', 'service'})"
0.0219,"frozenset({'food', 'restaurant', 'menu'})"
0.0449,"frozenset({'day', 'place'})"
0.0383,"frozenset({'good', 'day'})"
0.0263,"frozenset({'day', 'also'})"
0.0414,"frozenset({'day', 'time'})"
0.038,"frozenset({'day', 'one'})"
0.0349,"frozenset({'day', 'great'})"
