support,itemsets
0.023,"bar, best"
0.021,"bar, still"
0.02,"bar, food, place"
0.027,"bar, food, good"
0.021,"bar, good, place"
0.023,"bar, great, place"
0.022,"bar, food, service"
0.036,"friend, time"
0.028,"food, friend"
0.026,"friend, like"
0.026,"back, friend"
0.025,"also, friend"
0.023,"friend, got"
0.042,"friend, place"
0.035,"friend, great"
0.034,"friend, good"
0.032,"friend, would"
0.031,"friend, one"
0.024,"come, friend"
0.024,"friend, get"
0.02,"friend, u"
0.021,"didnt, friend"
0.021,"friend, go"
0.02,"friend, really"
0.024,"friend, place, time"
0.024,"friend, great, place"
0.021,"friend, good, place"
0.023,"friend, place, would"
0.024,"friend, one, time"
0.022,"friend, one, place"
0.032,"feel, time"
0.029,"feel, like"
0.024,"feel, make"
0.022,"also, feel"
0.029,"feel, place"
0.025,"feel, good"
0.02,"feel, made"
0.02,"feel, would"
0.02,"feel, one"
0.022,"feel, great"
0.026,"room, time"
0.028,"room, would"
0.022,"one, room"
0.023,"good, room"
0.022,"place, room"
0.036,"next, time"
0.025,"food, next"
0.023,"back, next"
0.021,"next, service"
0.029,"get, next"
0.028,"good, next"
0.027,"next, place"
0.02,"food, next, time"
0.02,"get, next, time"
0.021,"good, next, time"
0.021,"next, place, time"
0.02,"good, next, place"
0.021,"food, however"
0.024,"good, however"
0.021,"however, place"
0.026,"enough, food"
0.025,"enough, like"
0.024,"enough, time"
0.021,"enough, place"
0.028,"enough, good"
0.021,"enough, one"
0.022,"enough, get"
0.027,"big, food"
0.028,"big, place"
0.024,"big, good"
0.021,"big, one"
0.023,"good, hot"
0.023,"hot, place"
0.02,"great, spot"
0.023,"check, time"
0.02,"check, service"
0.02,"back, ill"
0.02,"food, ok"
0.158,"good, place"
0.171,"food, good"
0.076,"food, good, place"
0.096,"go, place"
0.082,"go, good"
0.079,"go, great"
0.078,"food, go"
0.063,"go, service"
0.061,"go, like"
0.08,"back, go"
0.079,"go, time"
0.073,"get, go"
0.064,"go, one"
0.061,"go, would"
0.043,"go, good, place"
0.042,"go, great, place"
0.033,"back, go, great"
0.031,"go, good, great"
0.034,"go, great, time"
0.02,"go, great, place, time"
0.042,"food, go, place"
0.032,"food, go, great"
0.041,"food, go, good"
0.035,"back, food, go"
0.03,"food, go, time"
0.02,"food, go, good, place"
0.02,"back, food, go, good"
0.02,"food, go, place, time"
0.035,"food, go, service"
0.031,"go, place, service"
0.029,"go, great, service"
0.031,"go, good, service"
0.032,"back, go, service"
0.022,"get, go, service"
0.021,"go, one, service"
0.024,"go, service, time"
0.02,"food, go, place, service"
0.02,"food, go, great, service"
0.02,"food, go, good, service"
0.032,"go, good, like"
0.023,"food, go, like"
0.034,"go, like, place"
0.032,"get, go, like"
0.027,"go, great, like"
0.027,"back, go, like"
0.025,"go, like, one"
0.024,"go, like, service"
0.031,"go, like, would"
0.029,"go, like, time"
0.02,"get, go, like, place"
0.02,"go, like, place, would"
0.02,"go, good, like, would"
0.042,"back, go, place"
0.036,"back, go, good"
0.021,"back, go, good, place"
0.044,"go, place, time"
0.033,"back, go, time"
0.032,"go, good, time"
0.022,"go, good, place, time"
0.045,"get, go, place"
0.035,"get, go, great"
0.034,"get, go, good"
0.031,"back, get, go"
0.027,"food, get, go"
0.038,"get, go, time"
0.022,"get, go, great, place"
0.022,"get, go, good, place"
0.021,"food, get, go, place"
0.024,"get, go, place, time"
0.033,"go, one, place"
0.03,"get, go, one"
0.028,"go, great, one"
0.027,"back, go, one"
0.025,"go, good, one"
0.02,"food, go, one"
0.028,"go, one, time"
0.02,"get, go, one, place"
0.034,"go, place, would"
0.032,"get, go, would"
0.029,"go, time, would"
0.025,"go, one, would"
0.022,"go, great, would"
0.03,"food, go, would"
0.029,"go, good, would"
0.033,"back, go, would"
0.023,"go, service, would"
0.021,"get, go, place, would"
0.07,"good, try"
0.068,"place, try"
0.036,"go, try"
0.026,"love, try"
0.022,"staff, try"
0.053,"food, try"
0.041,"service, try"
0.025,"restaurant, try"
0.024,"even, try"
0.024,"nice, try"
0.023,"try, well"
0.023,"friendly, try"
0.052,"time, try"
0.047,"back, try"
0.045,"great, try"
0.041,"try, would"
0.04,"get, try"
0.036,"one, try"
0.031,"make, try"
0.028,"got, try"
0.025,"also, try"
0.038,"really, try"
0.045,"like, try"
0.043,"good, place, try"
0.025,"go, good, try"
0.021,"go, place, try"
0.021,"go, time, try"
0.02,"back, go, try"
0.022,"love, place, try"
0.041,"food, good, try"
0.032,"food, place, try"
0.025,"food, good, place, try"
0.023,"good, service, try"
0.021,"good, restaurant, try"
0.036,"place, time, try"
0.031,"good, time, try"
0.02,"food, time, try"
0.024,"good, place, time, try"
0.029,"back, good, try"
0.026,"back, place, try"
0.024,"back, time, try"
0.02,"back, food, try"
0.026,"good, great, try"
0.024,"great, place, try"
0.021,"great, time, try"
0.021,"food, great, try"
0.026,"good, try, would"
0.025,"place, try, would"
0.022,"back, try, would"
0.02,"time, try, would"
0.02,"food, try, would"
0.023,"like, try, would"
0.027,"get, good, try"
0.024,"get, time, try"
0.023,"get, place, try"
0.02,"back, get, try"
0.022,"get, like, try"
0.026,"one, place, try"
0.025,"one, time, try"
0.022,"good, one, try"
0.02,"one, place, time, try"
0.023,"make, time, try"
0.021,"make, place, try"
0.02,"good, got, try"
0.022,"place, really, try"
0.024,"good, really, try"
0.027,"like, place, try"
0.034,"good, like, try"
0.024,"like, time, try"
0.021,"good, like, place, try"
0.032,"place, special"
0.031,"good, special"
0.023,"go, special"
0.033,"food, special"
0.023,"get, special"
0.023,"great, special"
0.021,"really, special"
0.021,"one, special"
0.021,"service, special"
0.02,"like, special"
0.026,"special, time"
0.02,"special, would"
0.02,"good, place, special"
0.033,"awesome, place"
0.029,"awesome, good"
0.041,"awesome, great"
0.027,"awesome, food"
0.021,"awesome, service"
0.02,"awesome, get"
0.02,"awesome, great, place"
0.047,"never, place"
0.052,"food, never"
0.037,"never, would"
0.03,"good, never"
0.028,"even, never"
0.043,"never, time"
0.04,"never, service"
0.037,"never, one"
0.031,"ive, never"
0.025,"never, well"
0.024,"never, staff"
0.022,"always, never"
0.022,"im, never"
0.03,"back, never"
0.027,"come, never"
0.024,"never, u"
0.022,"came, never"
0.022,"never, restaurant"
0.021,"love, never"
0.025,"also, never"
0.02,"didnt, never"
0.036,"get, never"
0.031,"great, never"
0.021,"dont, never"
0.034,"like, never"
0.028,"go, never"
0.023,"never, really"
0.028,"food, never, place"
0.024,"food, good, never"
0.024,"food, never, time"
0.02,"food, never, service"
0.02,"never, one, time"
0.021,"never, one, place"
0.02,"food, never, one"
0.021,"food, ive, never"
0.024,"get, never, place"
0.022,"food, get, never"
0.02,"get, never, time"
0.02,"get, like, never"
0.043,"amazing, place"
0.034,"amazing, great"
0.028,"amazing, good"
0.028,"amazing, time"
0.021,"amazing, get"
0.041,"amazing, food"
0.03,"amazing, service"
0.022,"amazing, well"
0.02,"amazing, back"
0.026,"amazing, one"
0.02,"amazing, go"
0.02,"amazing, food, great"
0.02,"amazing, food, place"
0.022,"amazing, food, service"
0.036,"menu, place"
0.042,"food, menu"
0.04,"good, menu"
0.028,"menu, service"
0.025,"menu, try"
0.025,"menu, restaurant"
0.024,"menu, well"
0.023,"go, menu"
0.02,"even, menu"
0.031,"menu, time"
0.029,"get, menu"
0.029,"great, menu"
0.028,"back, menu"
0.023,"also, menu"
0.023,"menu, would"
0.023,"menu, one"
0.021,"delicious, menu"
0.02,"menu, table"
0.02,"menu, order"
0.02,"menu, u"
0.03,"like, menu"
0.022,"menu, really"
0.024,"good, menu, place"
0.02,"food, good, menu"
0.021,"good, menu, time"
0.021,"food, great, menu"
0.022,"good, like, menu"
0.02,"like, menu, place"
0.043,"place, see"
0.037,"see, time"
0.032,"one, see"
0.029,"see, would"
0.022,"see, service"
0.031,"get, see"
0.043,"good, see"
0.032,"food, see"
0.031,"also, see"
0.03,"great, see"
0.029,"back, see"
0.02,"see, still"
0.02,"come, see"
0.02,"got, see"
0.024,"see, went"
0.022,"see, u"
0.029,"like, see"
0.024,"really, see"
0.023,"see, thing"
0.021,"first, see"
0.02,"dont, see"
0.023,"came, see"
0.022,"nice, see"
0.024,"could, see"
0.021,"go, see"
0.024,"good, place, see"
0.024,"place, see, time"
0.02,"one, place, see"
0.021,"see, time, would"
0.02,"one, see, would"
0.02,"get, see, time"
0.02,"food, good, see"
0.024,"dinner, place"
0.03,"dinner, food"
0.023,"dinner, great"
0.021,"dinner, service"
0.02,"dinner, really"
0.032,"dinner, good"
0.088,"place, really"
0.087,"good, really"
0.081,"food, really"
0.072,"great, really"
0.063,"like, really"
0.054,"back, really"
0.065,"really, time"
0.058,"really, service"
0.057,"go, really"
0.062,"one, really"
0.057,"really, would"
0.064,"get, really"
0.049,"good, place, really"
0.049,"food, good, really"
0.044,"food, place, really"
0.028,"food, good, place, really"
0.042,"great, place, really"
0.04,"food, great, really"
0.036,"good, great, really"
0.025,"food, great, place, really"
0.024,"food, good, great, really"
0.021,"good, great, place, really"
0.04,"good, like, really"
0.038,"like, place, really"
0.035,"food, like, really"
0.027,"great, like, really"
0.034,"get, like, really"
0.025,"like, really, time"
0.025,"good, like, place, really"
0.023,"food, good, like, really"
0.022,"food, like, place, really"
0.022,"food, great, like, really"
0.021,"food, get, like, really"
0.021,"get, like, place, really"
0.02,"get, good, like, really"
0.031,"back, place, really"
0.023,"back, great, really"
0.034,"back, good, really"
0.03,"back, go, really"
0.029,"back, food, really"
0.021,"back, really, time"
0.026,"back, like, really"
0.025,"back, get, really"
0.023,"back, one, really"
0.024,"back, really, would"
0.021,"back, good, place, really"
0.035,"place, really, time"
0.032,"good, really, time"
0.031,"food, really, time"
0.03,"great, really, time"
0.02,"good, place, really, time"
0.036,"food, really, service"
0.029,"place, really, service"
0.026,"great, really, service"
0.022,"one, really, service"
0.021,"really, service, time"
0.028,"good, really, service"
0.025,"like, really, service"
0.022,"get, really, service"
0.02,"food, place, really, service"
0.022,"food, great, really, service"
0.021,"food, good, really, service"
0.03,"go, place, really"
0.028,"food, go, really"
0.023,"go, great, really"
0.02,"go, really, service"
0.03,"go, good, really"
0.028,"go, really, time"
0.027,"get, go, really"
0.024,"go, like, really"
0.023,"go, one, really"
0.026,"go, really, would"
0.035,"one, really, time"
0.027,"food, one, really"
0.036,"one, place, really"
0.033,"good, one, really"
0.031,"get, one, really"
0.029,"like, one, really"
0.028,"great, one, really"
0.023,"one, place, really, time"
0.023,"good, one, place, really"
0.022,"get, like, one, really"
0.03,"food, really, would"
0.029,"really, time, would"
0.024,"one, really, would"
0.02,"really, service, would"
0.033,"good, really, would"
0.033,"place, really, would"
0.027,"like, really, would"
0.025,"get, really, would"
0.025,"great, really, would"
0.021,"food, good, really, would"
0.022,"good, place, really, would"
0.033,"get, place, really"
0.032,"food, get, really"
0.03,"get, good, really"
0.027,"get, great, really"
0.03,"get, really, time"
0.071,"place, well"
0.064,"great, well"
0.064,"good, well"
0.054,"food, well"
0.045,"really, well"
0.044,"like, well"
0.057,"time, well"
0.053,"service, well"
0.042,"well, would"
0.04,"one, well"
0.03,"friendly, well"
0.024,"staff, well"
0.041,"go, well"
0.033,"nice, well"
0.039,"back, well"
0.041,"get, well"
0.039,"also, well"
0.033,"great, place, well"
0.036,"good, place, well"
0.026,"good, great, well"
0.034,"food, good, well"
0.028,"food, place, well"
0.027,"food, great, well"
0.024,"food, time, well"
0.029,"place, really, well"
0.025,"good, really, well"
0.022,"food, really, well"
0.02,"great, really, well"
0.021,"really, service, well"
0.021,"really, time, well"
0.03,"like, place, well"
0.027,"good, like, well"
0.023,"like, really, well"
0.023,"great, like, well"
0.021,"like, time, well"
0.032,"place, time, well"
0.03,"good, time, well"
0.027,"great, time, well"
0.027,"food, service, well"
0.021,"service, time, well"
0.025,"good, service, well"
0.024,"great, service, well"
0.02,"place, service, well"
0.022,"time, well, would"
0.023,"place, well, would"
0.02,"good, well, would"
0.023,"one, time, well"
0.02,"great, one, well"
0.025,"one, place, well"
0.023,"go, great, well"
0.021,"go, place, well"
0.02,"get, go, well"
0.02,"go, time, well"
0.021,"nice, place, well"
0.022,"back, good, well"
0.022,"get, like, well"
0.022,"get, place, well"
0.021,"get, good, well"
0.024,"get, time, well"
0.02,"also, one, well"
0.02,"also, great, well"
0.022,"also, place, well"
0.045,"made, place"
0.037,"great, made"
0.035,"food, made"
0.034,"good, made"
0.029,"like, made"
0.024,"made, really"
0.023,"made, well"
0.023,"experience, made"
0.021,"made, staff"
0.035,"get, made"
0.035,"made, one"
0.041,"made, time"
0.035,"made, would"
0.035,"back, made"
0.026,"made, make"
0.024,"got, made"
0.023,"came, made"
0.023,"made, u"
0.022,"made, order"
0.022,"come, made"
0.033,"made, service"
0.027,"also, made"
0.023,"made, went"
0.021,"even, made"
0.03,"go, made"
0.028,"could, made"
0.02,"first, made"
0.021,"food, made, place"
0.025,"good, made, place"
0.02,"like, made, time"
0.026,"made, one, place"
0.021,"made, one, time"
0.02,"made, one, would"
0.021,"made, place, time"
0.021,"made, time, would"
0.02,"made, place, would"
0.067,"good, pretty"
0.055,"place, pretty"
0.046,"food, pretty"
0.037,"like, pretty"
0.036,"great, pretty"
0.031,"pretty, really"
0.026,"im, pretty"
0.023,"pretty, well"
0.031,"back, pretty"
0.028,"pretty, time"
0.024,"go, pretty"
0.02,"come, pretty"
0.02,"even, pretty"
0.036,"get, pretty"
0.034,"one, pretty"
0.029,"pretty, would"
0.027,"also, pretty"
0.025,"order, pretty"
0.022,"got, pretty"
0.021,"pretty, try"
0.02,"little, pretty"
0.027,"pretty, service"
0.022,"nice, pretty"
0.025,"didnt, pretty"
0.021,"could, pretty"
0.024,"much, pretty"
0.021,"came, pretty"
0.021,"pretty, restaurant"
0.041,"good, place, pretty"
0.033,"food, good, pretty"
0.029,"food, place, pretty"
0.021,"food, good, place, pretty"
0.03,"good, like, pretty"
0.023,"like, place, pretty"
0.02,"food, like, pretty"
0.02,"good, like, place, pretty"
0.025,"good, great, pretty"
0.024,"great, place, pretty"
0.022,"food, great, pretty"
0.024,"good, pretty, really"
0.02,"good, im, pretty"
0.025,"back, good, pretty"
0.02,"good, pretty, time"
0.024,"get, good, pretty"
0.022,"get, place, pretty"
0.02,"get, like, pretty"
0.022,"one, place, pretty"
0.021,"good, one, pretty"
0.025,"good, pretty, would"
0.02,"good, pretty, service"
0.024,"good, hour"
0.023,"great, hour"
0.022,"hour, place"
0.022,"hour, service"
0.02,"go, hour"
0.02,"hour, one"
0.022,"hour, time"
0.035,"place, wasnt"
0.034,"good, wasnt"
0.031,"great, wasnt"
0.029,"food, wasnt"
0.028,"like, wasnt"
0.02,"ordered, wasnt"
0.02,"im, wasnt"
0.027,"time, wasnt"
0.026,"one, wasnt"
0.025,"wasnt, would"
0.021,"get, wasnt"
0.023,"back, wasnt"
0.021,"got, wasnt"
0.02,"also, wasnt"
0.021,"could, wasnt"
0.022,"good, place, wasnt"
0.02,"food, good, wasnt"
0.032,"bad, good"
0.031,"bad, food"
0.025,"bad, place"
0.02,"bad, great"
0.02,"bad, food, good"
0.027,"food, happy"
0.026,"good, happy"
0.024,"happy, place"
0.023,"great, happy"
0.022,"get, happy"
0.02,"happy, time"
0.024,"back, happy"
0.024,"5, good"
0.023,"5, great"
0.023,"5, place"
0.02,"5, food"
0.022,"5, star"
0.025,"2, good"
0.02,"2, like"
0.02,"2, place"
0.021,"2, would"
0.023,"high, place"
0.02,"food, rice"
0.02,"place, rice"
0.099,"get, place"
0.09,"get, great"
0.083,"food, get"
0.099,"get, time"
0.068,"get, service"
0.077,"get, one"
0.091,"get, good"
0.047,"get, place, time"
0.049,"get, great, place"
0.041,"get, great, time"
0.037,"get, good, great"
0.024,"get, great, place, time"
0.023,"get, good, great, place"
0.046,"food, get, place"
0.038,"food, get, great"
0.039,"food, get, time"
0.042,"food, get, good"
0.025,"food, get, great, place"
0.023,"food, get, place, time"
0.025,"food, get, good, time"
0.024,"food, get, good, place"
0.035,"food, get, service"
0.032,"get, great, service"
0.032,"get, service, time"
0.03,"get, place, service"
0.027,"get, one, service"
0.031,"get, good, service"
0.04,"get, one, place"
0.036,"get, one, time"
0.033,"food, get, one"
0.033,"get, great, one"
0.032,"get, good, one"
0.022,"get, one, place, time"
0.022,"food, get, one, place"
0.02,"food, get, one, time"
0.02,"get, good, one, time"
0.02,"get, good, one, place"
0.048,"get, good, place"
0.047,"get, good, time"
0.028,"get, good, place, time"
0.058,"food, little"
0.058,"little, place"
0.047,"great, little"
0.042,"get, little"
0.035,"also, little"
0.048,"little, time"
0.046,"little, would"
0.042,"little, service"
0.037,"little, one"
0.034,"little, really"
0.028,"little, restaurant"
0.028,"little, well"
0.024,"friendly, little"
0.022,"even, little"
0.064,"good, little"
0.036,"back, little"
0.026,"little, staff"
0.024,"got, little"
0.046,"like, little"
0.034,"little, nice"
0.03,"go, little"
0.041,"food, good, little"
0.029,"food, little, place"
0.034,"good, little, place"
0.021,"food, good, little, place"
0.024,"great, little, place"
0.022,"food, great, little"
0.026,"good, great, little"
0.023,"get, great, little"
0.022,"get, little, place"
0.022,"food, get, little"
0.022,"get, little, time"
0.02,"get, little, would"
0.025,"get, good, little"
0.02,"get, like, little"
0.024,"also, little, place"
0.021,"also, food, little"
0.02,"also, good, little"
0.024,"food, little, time"
0.026,"little, place, time"
0.026,"good, little, time"
0.025,"little, time, would"
0.022,"food, little, would"
0.027,"little, place, would"
0.022,"great, little, would"
0.025,"good, little, would"
0.021,"like, little, would"
0.023,"food, little, service"
0.02,"little, service, time"
0.022,"little, place, service"
0.028,"good, little, service"
0.02,"food, little, really"
0.024,"good, little, really"
0.021,"like, little, really"
0.021,"back, good, little"
0.028,"good, like, little"
0.024,"like, little, place"
0.02,"food, like, little"
0.024,"little, nice, place"
0.021,"good, little, nice"
0.044,"experience, great"
0.042,"experience, place"
0.038,"experience, food"
0.032,"experience, get"
0.024,"also, experience"
0.02,"experience, u"
0.041,"experience, good"
0.039,"experience, would"
0.023,"even, experience"
0.036,"experience, one"
0.036,"experience, service"
0.034,"back, experience"
0.023,"didnt, experience"
0.021,"experience, went"
0.028,"experience, really"
0.041,"experience, time"
0.028,"experience, go"
0.024,"could, experience"
0.023,"experience, got"
0.02,"experience, make"
0.029,"experience, like"
0.022,"experience, nice"
0.023,"experience, restaurant"
0.02,"experience, food, place"
0.02,"experience, get, time"
0.02,"experience, good, would"
0.021,"experience, place, would"
0.02,"experience, one, would"
0.02,"experience, one, place"
0.025,"experience, food, service"
0.021,"experience, place, time"
0.039,"find, place"
0.036,"find, great"
0.032,"find, food"
0.026,"find, get"
0.024,"also, find"
0.023,"find, service"
0.02,"back, find"
0.029,"find, one"
0.029,"find, time"
0.026,"find, good"
0.022,"find, make"
0.021,"find, would"
0.02,"come, find"
0.022,"find, like"
0.021,"find, great, place"
0.024,"find, food, place"
0.021,"find, one, place"
0.031,"food, review"
0.028,"place, review"
0.022,"also, review"
0.02,"great, review"
0.027,"review, would"
0.026,"one, review"
0.026,"review, time"
0.021,"review, service"
0.02,"really, review"
0.028,"good, review"
0.024,"back, review"
0.02,"came, review"
0.022,"like, review"
0.028,"food, took"
0.025,"get, took"
0.023,"great, took"
0.022,"place, took"
0.02,"took, u"
0.028,"good, took"
0.021,"one, took"
0.02,"like, took"
0.025,"time, took"
0.022,"good, hard"
0.02,"back, coming"
0.021,"keep, place"
0.02,"good, keep"
0.02,"food, water"
0.033,"great, much"
0.052,"much, place"
0.043,"much, time"
0.037,"much, would"
0.037,"much, one"
0.035,"food, much"
0.03,"get, much"
0.028,"much, service"
0.021,"ive, much"
0.021,"little, much"
0.022,"im, much"
0.052,"good, much"
0.027,"go, much"
0.026,"much, restaurant"
0.023,"much, try"
0.02,"much, nice"
0.036,"back, much"
0.026,"dont, much"
0.044,"like, much"
0.024,"much, u"
0.027,"didnt, much"
0.021,"came, much"
0.022,"make, much"
0.025,"got, much"
0.03,"good, much, place"
0.024,"much, place, time"
0.026,"like, much, time"
0.024,"much, time, would"
0.024,"like, much, would"
0.025,"much, one, time"
0.02,"much, one, place"
0.021,"food, much, place"
0.02,"food, good, much"
0.02,"get, like, much"
0.021,"back, much, time"
0.02,"back, good, much"
0.029,"like, much, place"
0.028,"good, like, much"
0.02,"good, like, much, place"
0.025,"place, sweet"
0.022,"good, sweet"
0.02,"great, helpful"
0.045,"drink, good"
0.042,"drink, great"
0.054,"drink, food"
0.045,"drink, place"
0.037,"drink, time"
0.035,"drink, one"
0.032,"drink, would"
0.029,"back, drink"
0.029,"drink, get"
0.022,"also, drink"
0.04,"drink, service"
0.02,"drink, friendly"
0.033,"drink, go"
0.029,"drink, really"
0.025,"drink, like"
0.022,"drink, nice"
0.023,"definitely, drink"
0.021,"drink, first"
0.02,"drink, restaurant"
0.027,"drink, food, good"
0.022,"drink, good, place"
0.02,"drink, good, great"
0.023,"drink, food, great"
0.02,"drink, great, place"
0.028,"drink, food, place"
0.025,"drink, food, time"
0.022,"drink, food, one"
0.02,"drink, one, place"
0.023,"drink, food, would"
0.029,"drink, food, service"
0.022,"drink, place, service"
0.021,"drink, food, really"
0.04,"food, people"
0.049,"people, place"
0.043,"good, people"
0.042,"people, time"
0.021,"people, restaurant"
0.037,"people, would"
0.036,"one, people"
0.029,"people, well"
0.028,"people, service"
0.024,"never, people"
0.021,"im, people"
0.02,"always, people"
0.036,"get, people"
0.035,"great, people"
0.026,"dont, people"
0.025,"make, people"
0.023,"also, people"
0.022,"got, people"
0.021,"friendly, people"
0.02,"love, people"
0.032,"like, people"
0.029,"people, really"
0.028,"go, people"
0.028,"back, people"
0.026,"even, people"
0.024,"people, thing"
0.024,"come, people"
0.021,"could, people"
0.023,"people, u"
0.025,"food, good, people"
0.022,"food, people, place"
0.025,"good, people, place"
0.024,"people, place, time"
0.023,"good, people, time"
0.02,"people, time, would"
0.023,"people, place, would"
0.023,"one, people, time"
0.02,"get, one, people"
0.022,"good, one, people"
0.022,"one, people, place"
0.023,"get, good, people"
0.02,"get, people, place"
0.023,"great, people, place"
0.02,"good, like, people"
0.022,"people, place, really"
0.031,"food, sauce"
0.039,"good, sauce"
0.031,"place, sauce"
0.026,"one, sauce"
0.022,"got, sauce"
0.022,"sauce, time"
0.026,"great, sauce"
0.024,"also, sauce"
0.023,"like, sauce"
0.022,"sauce, service"
0.021,"ordered, sauce"
0.021,"really, sauce"
0.021,"food, good, sauce"
0.021,"good, place, sauce"
0.026,"food, many"
0.038,"many, place"
0.03,"many, one"
0.027,"get, many"
0.027,"many, time"
0.024,"great, many"
0.021,"many, would"
0.02,"many, service"
0.038,"good, many"
0.02,"many, u"
0.022,"like, many"
0.021,"also, many"
0.02,"could, many"
0.022,"good, many, place"
0.02,"many, one, place"
0.021,"many, place, time"
0.03,"food, worth"
0.029,"place, worth"
0.025,"good, worth"
0.023,"getting, time"
0.02,"getting, good"
0.02,"getting, place"
0.02,"get, getting"
0.058,"come, place"
0.056,"back, come"
0.043,"come, great"
0.033,"come, got"
0.032,"come, really"
0.021,"come, friendly"
0.061,"come, food"
0.05,"come, get"
0.044,"come, service"
0.036,"come, like"
0.025,"come, even"
0.029,"come, restaurant"
0.026,"best, come"
0.021,"come, nice"
0.053,"come, time"
0.049,"come, good"
0.031,"come, go"
0.022,"come, love"
0.045,"come, one"
0.042,"come, would"
0.033,"also, come"
0.03,"come, little"
0.029,"come, make"
0.026,"come, try"
0.024,"come, well"
0.036,"come, food, place"
0.029,"back, come, place"
0.03,"back, come, food"
0.02,"back, come, food, place"
0.026,"come, great, place"
0.02,"back, come, great"
0.023,"come, food, great"
0.021,"come, great, time"
0.02,"come, get, great"
0.022,"back, come, got"
0.02,"come, got, place"
0.023,"come, place, really"
0.021,"come, food, really"
0.031,"come, food, get"
0.027,"come, get, time"
0.027,"back, come, get"
0.026,"come, get, place"
0.023,"come, food, service"
0.023,"back, come, service"
0.021,"come, get, like"
0.02,"come, food, like"
0.021,"come, good, like"
0.021,"come, like, place"
0.028,"come, food, time"
0.026,"come, place, time"
0.032,"come, food, good"
0.028,"come, good, place"
0.026,"back, come, good"
0.022,"come, good, time"
0.026,"come, get, good"
0.021,"come, food, good, place"
0.021,"come, go, place"
0.021,"come, food, go"
0.02,"back, come, go"
0.03,"come, one, place"
0.024,"come, one, time"
0.024,"come, food, one"
0.023,"back, come, one"
0.022,"come, get, one"
0.021,"come, good, one"
0.024,"back, come, would"
0.023,"come, food, would"
0.022,"come, good, would"
0.022,"come, get, would"
0.022,"come, time, would"
0.022,"come, place, would"
0.022,"also, come, place"
0.021,"also, come, good"
0.021,"come, food, little"
0.05,"place, table"
0.033,"great, table"
0.028,"come, table"
0.028,"back, table"
0.026,"got, table"
0.022,"really, table"
0.054,"food, table"
0.038,"table, u"
0.027,"restaurant, table"
0.021,"nice, table"
0.02,"ordered, table"
0.044,"table, time"
0.036,"table, would"
0.036,"one, table"
0.036,"service, table"
0.031,"get, table"
0.022,"little, table"
0.042,"good, table"
0.022,"order, table"
0.02,"drink, table"
0.02,"table, try"
0.026,"came, table"
0.021,"never, table"
0.02,"table, thing"
0.025,"go, table"
0.023,"first, table"
0.022,"didnt, table"
0.024,"experience, table"
0.027,"like, table"
0.029,"food, place, table"
0.02,"great, place, table"
0.022,"food, great, table"
0.022,"come, food, table"
0.02,"come, table, time"
0.027,"food, table, u"
0.023,"table, time, u"
0.022,"place, table, u"
0.02,"good, table, u"
0.029,"place, table, time"
0.028,"food, table, time"
0.027,"place, table, would"
0.023,"food, table, would"
0.022,"table, time, would"
0.023,"good, table, would"
0.026,"one, place, table"
0.024,"food, one, table"
0.022,"one, table, would"
0.021,"one, table, time"
0.025,"food, service, table"
0.02,"place, service, table"
0.021,"food, get, table"
0.02,"get, place, table"
0.028,"good, place, table"
0.026,"food, good, table"
0.024,"good, table, time"
0.021,"came, food, table"
0.047,"fresh, place"
0.036,"fresh, great"
0.022,"back, fresh"
0.038,"food, fresh"
0.033,"fresh, good"
0.027,"fresh, time"
0.025,"fresh, love"
0.023,"fresh, one"
0.02,"fresh, little"
0.028,"fresh, service"
0.026,"fresh, like"
0.022,"delicious, fresh"
0.02,"fresh, get"
0.023,"food, fresh, place"
0.024,"fresh, good, place"
0.04,"place, right"
0.03,"great, right"
0.028,"back, right"
0.024,"really, right"
0.023,"friendly, right"
0.022,"got, right"
0.021,"come, right"
0.038,"food, right"
0.033,"one, right"
0.029,"right, time"
0.027,"right, service"
0.026,"little, right"
0.025,"right, would"
0.021,"order, right"
0.021,"first, right"
0.021,"restaurant, right"
0.021,"right, well"
0.029,"get, right"
0.023,"also, right"
0.035,"good, right"
0.022,"right, u"
0.025,"could, right"
0.024,"came, right"
0.02,"love, right"
0.03,"like, right"
0.026,"go, right"
0.02,"food, place, right"
0.022,"food, good, right"
0.023,"good, place, right"
0.02,"like, place, right"
0.042,"place, take"
0.028,"back, take"
0.024,"come, take"
0.023,"really, take"
0.022,"great, take"
0.035,"get, take"
0.035,"take, time"
0.02,"make, take"
0.034,"one, take"
0.03,"food, take"
0.028,"take, would"
0.021,"take, well"
0.02,"order, take"
0.02,"even, take"
0.036,"good, take"
0.022,"im, take"
0.02,"take, try"
0.021,"people, take"
0.02,"go, take"
0.022,"like, take"
0.022,"get, place, take"
0.021,"get, good, take"
0.021,"place, take, time"
0.022,"good, one, take"
0.021,"one, place, take"
0.024,"food, good, take"
0.023,"good, place, take"
0.031,"everything, great"
0.031,"everything, place"
0.027,"everything, time"
0.031,"everything, good"
0.026,"everything, one"
0.026,"everything, food"
0.02,"everything, get"
0.025,"everything, like"
0.022,"everything, go"
0.022,"everything, service"
0.034,"place, small"
0.022,"great, small"
0.028,"good, small"
0.024,"food, small"
0.023,"get, small"
0.022,"one, small"
0.02,"service, small"
0.022,"small, time"
0.028,"found, place"
