support,itemsets
0.035,"going, time"
0.032,"food, going"
0.029,"go, going"
0.026,"going, would"
0.022,"going, im"
0.022,"going, one"
0.022,"going, service"
0.02,"going, much"
0.02,"going, well"
0.033,"going, great"
0.027,"get, going"
0.021,"definitely, going"
0.023,"going, like"
0.02,"going, good, place"
0.022,"going, good, time"
0.034,"area, food"
0.033,"area, good"
0.031,"area, place"
0.026,"area, time"
0.022,"area, go"
0.029,"area, one"
0.025,"area, restaurant"
0.021,"area, would"
0.028,"area, great"
0.023,"area, get"
0.027,"area, service"
0.02,"area, nice"
0.038,"another, place"
0.035,"another, time"
0.032,"another, good"
0.029,"another, food"
0.027,"another, go"
0.027,"another, back"
0.034,"another, would"
0.029,"another, service"
0.027,"another, one"
0.029,"another, get"
0.02,"another, didnt"
0.026,"another, like"
0.021,"another, dont"
0.023,"another, place, time"
0.02,"another, good, place"
0.02,"another, time, would"
0.021,"another, like, place"
0.038,"every, time"
0.035,"every, place"
0.023,"every, good"
0.02,"every, go"
0.021,"every, service"
0.02,"every, would"
0.02,"every, one"
0.028,"every, great"
0.023,"every, like"
0.02,"every, place, time"
0.02,"food, top"
0.02,"place, top"
0.02,"service, slow"
0.023,"city, good"
0.04,"new, place"
0.028,"back, new"
0.039,"new, time"
0.022,"get, new"
0.029,"new, would"
0.024,"new, really"
0.049,"good, new"
0.023,"new, u"
0.021,"got, new"
0.025,"like, new"
0.022,"new, well"
0.024,"go, new"
0.034,"great, new"
0.032,"new, service"
0.022,"even, new"
0.021,"new, restaurant"
0.025,"new, one"
0.026,"also, new"
0.028,"food, new"
0.023,"good, new, place"
0.022,"new, place, time"
0.02,"good, new, service"
0.093,"one, time"
0.076,"food, one"
0.071,"one, service"
0.11,"one, place"
0.081,"great, one"
0.09,"good, one"
0.053,"one, place, time"
0.041,"food, one, time"
0.052,"food, one, place"
0.037,"food, great, one"
0.044,"food, good, one"
0.027,"food, one, place, time"
0.026,"food, good, one, time"
0.027,"food, great, one, place"
0.022,"food, good, great, one"
0.032,"food, good, one, place"
0.037,"food, one, service"
0.033,"one, service, time"
0.035,"great, one, service"
0.034,"one, place, service"
0.03,"good, one, service"
0.021,"food, one, service, time"
0.023,"food, great, one, service"
0.025,"food, one, place, service"
0.046,"great, one, place"
0.038,"great, one, time"
0.032,"good, great, one"
0.025,"great, one, place, time"
0.02,"good, great, one, place"
0.055,"good, one, place"
0.046,"good, one, time"
0.031,"good, one, place, time"
0.07,"first, time"
0.046,"first, would"
0.042,"first, one"
0.04,"first, food"
0.038,"first, service"
0.032,"first, really"
0.03,"first, well"
0.029,"first, restaurant"
0.026,"first, little"
0.023,"even, first"
0.022,"first, try"
0.039,"first, great"
0.057,"first, good"
0.05,"first, place"
0.041,"first, like"
0.025,"dont, first"
0.045,"back, first"
0.03,"first, got"
0.022,"could, first"
0.024,"first, u"
0.031,"first, go"
0.025,"first, nice"
0.028,"come, first"
0.036,"first, get"
0.024,"also, first"
0.026,"first, time, would"
0.028,"first, good, would"
0.021,"first, place, would"
0.029,"first, one, time"
0.021,"first, one, would"
0.026,"first, good, one"
0.02,"back, first, one"
0.023,"first, one, place"
0.02,"first, good, one, time"
0.029,"first, food, time"
0.022,"first, food, place"
0.025,"first, food, good"
0.02,"first, food, good, time"
0.025,"first, service, time"
0.02,"first, food, service"
0.02,"back, first, service"
0.02,"first, good, service"
0.021,"first, really, time"
0.021,"first, good, well"
0.021,"first, little, time"
0.025,"first, great, time"
0.041,"first, good, time"
0.034,"first, good, place"
0.035,"first, place, time"
0.025,"first, good, place, time"
0.026,"first, good, like"
0.024,"first, like, would"
0.023,"first, like, place"
0.025,"first, like, time"
0.023,"back, first, would"
0.023,"back, first, good"
0.026,"back, first, time"
0.02,"first, go, time"
0.02,"back, first, go"
0.025,"first, get, time"
0.022,"first, get, like"
0.022,"first, get, good"
0.021,"first, get, one"
0.038,"one, way"
0.036,"food, way"
0.035,"way, would"
0.035,"service, way"
0.032,"time, way"
0.025,"even, way"
0.043,"good, way"
0.026,"got, way"
0.054,"place, way"
0.032,"back, way"
0.021,"came, way"
0.02,"nice, way"
0.044,"great, way"
0.034,"like, way"
0.03,"get, way"
0.021,"also, way"
0.038,"go, way"
0.024,"much, way"
0.02,"best, way"
0.025,"could, way"
0.021,"great, one, way"
0.021,"one, place, way"
0.023,"food, place, way"
0.02,"food, great, way"
0.023,"place, way, would"
0.02,"great, service, way"
0.021,"like, time, way"
0.022,"place, time, way"
0.02,"good, time, way"
0.029,"good, place, way"
0.02,"back, place, way"
0.02,"back, go, way"
0.027,"great, place, way"
0.02,"like, way, would"
0.023,"like, place, way"
0.021,"good, like, way"
0.021,"go, great, way"
0.024,"go, place, way"
0.02,"much, place, way"
0.027,"food, though"
0.023,"though, would"
0.022,"though, time"
0.021,"service, though"
0.029,"place, though"
0.022,"like, though"
0.022,"back, though"
0.023,"get, though"
0.023,"great, though"
0.027,"good, though"
0.021,"food, taste"
0.03,"good, taste"
0.026,"place, taste"
0.02,"great, taste"
0.026,"like, taste"
0.026,"food, tasty"
0.02,"good, tasty"
0.03,"food, server"
0.024,"server, service"
0.02,"one, server"
0.02,"server, time"
0.027,"place, server"
0.022,"server, u"
0.025,"good, server"
0.02,"get, server"
0.02,"full, good"
0.023,"food, fried"
0.025,"fried, place"
0.024,"fried, good"
0.023,"food, fry"
0.026,"fry, good"
0.02,"fry, place"
0.023,"food, seating"
0.022,"place, seating"
0.023,"good, seating"
0.021,"food, probably"
0.025,"good, probably"
0.02,"back, probably"
0.021,"good, used"
0.022,"food, served"
0.021,"good, served"
0.022,"fish, food"
0.022,"food, shrimp"
0.022,"able, time"
0.049,"better, place"
0.04,"better, time"
0.04,"better, food"
0.036,"better, get"
0.033,"better, great"
0.032,"better, service"
0.031,"better, one"
0.027,"better, much"
0.027,"better, would"
0.02,"better, ive"
0.03,"back, better"
0.021,"better, price"
0.021,"better, dont"
0.033,"better, like"
0.022,"better, really"
0.02,"better, try"
0.023,"better, go"
0.02,"better, u"
0.044,"better, good"
0.026,"better, got"
0.024,"better, restaurant"
0.02,"better, went"
0.027,"better, could"
0.02,"also, better"
0.02,"better, definitely"
0.021,"better, make"
0.024,"better, place, time"
0.022,"better, good, time"
0.028,"better, food, place"
0.022,"better, get, good"
0.021,"better, great, place"
0.02,"better, one, place"
0.02,"better, good, one"
0.02,"back, better, good"
0.02,"better, like, place"
0.02,"better, like, time"
0.022,"better, good, like"
0.024,"better, good, place"
0.028,"clean, place"
0.023,"clean, great"
0.022,"clean, service"
0.02,"clean, time"
0.028,"clean, good"
0.026,"clean, friendly"
0.02,"clean, nice"
0.022,"location, would"
0.022,"location, service"
0.022,"location, place"
0.02,"location, time"
0.031,"overall, place"
0.024,"overall, time"
0.024,"food, overall"
0.023,"great, overall"
0.02,"overall, would"
0.02,"one, overall"
0.022,"good, overall"
0.027,"maybe, place"
0.024,"maybe, one"
0.021,"food, maybe"
0.02,"maybe, time"
0.025,"good, maybe"
0.023,"3, great"
0.02,"3, one"
0.02,"great, open"
0.02,"open, place"
0.02,"good, open"
0.02,"food, sat"
0.022,"street, time"
0.026,"good, street"
0.024,"place, street"
0.023,"call, time"
0.021,"call, would"
0.02,"call, service"
0.021,"leave, time"
0.035,"good, selection"
0.022,"food, selection"
0.027,"great, selection"
0.022,"place, selection"
0.025,"good, told"
0.02,"go, told"
0.02,"food, told"
0.027,"told, would"
0.024,"back, told"
0.024,"one, told"
0.023,"place, told"
0.026,"time, told"
0.021,"get, told"
0.023,"could, told"
0.029,"good, sandwich"
0.022,"food, sandwich"
0.02,"sandwich, time"
0.023,"decided, good"
0.023,"decided, place"
0.022,"back, decided"
0.02,"decided, get"
0.02,"good, left"
0.021,"left, time"
0.022,"appetizer, good"
0.02,"appetizer, food"
0.02,"dining, food"
0.03,"coffee, place"
0.027,"coffee, good"
0.023,"coffee, great"
0.021,"great, shop"
0.025,"good, nothing"
0.023,"nothing, place"
0.022,"food, nothing"
0.024,"nothing, time"
0.039,"place, want"
0.034,"good, want"
0.031,"time, want"
0.028,"food, want"
0.027,"one, want"
0.026,"want, would"
0.026,"get, want"
0.024,"great, want"
0.022,"try, want"
0.022,"make, want"
0.02,"back, want"
0.025,"go, want"
0.022,"people, want"
0.02,"want, well"
0.02,"like, want"
0.022,"good, place, want"
0.022,"place, time, want"
0.021,"good, one, want"
0.036,"something, time"
0.034,"something, would"
0.031,"get, something"
0.03,"good, something"
0.03,"place, something"
0.026,"food, something"
0.023,"one, something"
0.022,"back, something"
0.021,"great, something"
0.022,"go, something"
0.02,"service, something"
0.035,"like, something"
0.02,"something, time, would"
0.02,"get, something, time"
0.02,"get, like, something"
0.02,"place, something, time"
0.03,"kind, place"
0.028,"good, kind"
0.027,"food, kind"
0.026,"great, kind"
0.021,"kind, would"
0.021,"kind, really"
0.03,"good, quite"
0.026,"one, quite"
0.026,"place, quite"
0.022,"food, quite"
0.021,"quite, would"
0.02,"egg, good"
0.02,"egg, place"
0.02,"arrived, time"
0.049,"good, price"
0.047,"food, price"
0.045,"place, price"
0.03,"back, price"
0.03,"one, price"
0.027,"little, price"
0.026,"price, would"
0.023,"price, time"
0.02,"price, restaurant"
0.033,"get, price"
0.021,"dont, price"
0.042,"great, price"
0.025,"also, price"
0.02,"price, staff"
0.027,"like, price"
0.022,"price, really"
0.032,"price, service"
0.029,"go, price"
0.024,"food, good, price"
0.026,"food, place, price"
0.026,"good, place, price"
0.021,"great, place, price"
0.06,"came, good"
0.057,"came, food"
0.055,"came, place"
0.049,"back, came"
0.041,"came, time"
0.039,"came, would"
0.037,"came, got"
0.035,"came, come"
0.035,"came, one"
0.033,"came, u"
0.028,"came, restaurant"
0.026,"came, order"
0.026,"came, try"
0.024,"came, little"
0.023,"came, im"
0.02,"came, ive"
0.039,"came, service"
0.03,"also, came"
0.026,"came, experience"
0.026,"came, didnt"
0.025,"came, even"
0.022,"came, went"
0.027,"came, nice"
0.024,"came, well"
0.038,"came, like"
0.037,"came, get"
0.035,"came, great"
0.024,"came, definitely"
0.029,"came, could"
0.034,"came, really"
0.025,"came, go"
0.023,"came, first"
0.033,"came, food, good"
0.034,"came, good, place"
0.033,"came, food, place"
0.021,"came, food, good, place"
0.032,"back, came, good"
0.028,"back, came, place"
0.027,"back, came, food"
0.028,"came, good, time"
0.026,"came, place, time"
0.022,"back, came, time"
0.02,"came, food, time"
0.025,"came, food, would"
0.023,"back, came, would"
0.023,"came, place, would"
0.023,"came, good, would"
0.02,"came, time, would"
0.026,"came, good, got"
0.023,"back, came, got"
0.023,"came, food, got"
0.022,"came, got, place"
0.026,"back, came, come"
0.025,"came, come, food"
0.024,"came, come, place"
0.023,"came, come, good"
0.02,"came, come, would"
0.022,"came, one, place"
0.021,"came, one, time"
0.02,"came, food, one"
0.02,"came, good, one"
0.024,"came, food, u"
0.022,"came, good, u"
0.021,"came, service, u"
0.02,"came, food, restaurant"
0.02,"came, good, little"
0.027,"came, food, service"
0.021,"came, place, service"
0.024,"came, good, service"
0.02,"came, didnt, good"
0.02,"came, good, nice"
0.023,"came, food, like"
0.02,"came, like, would"
0.02,"back, came, like"
0.027,"came, good, like"
0.02,"came, like, time"
0.02,"came, like, place"
0.023,"came, food, get"
0.021,"came, get, like"
0.021,"back, came, get"
0.023,"came, get, good"
0.02,"back, came, great"
0.02,"came, food, great"
0.02,"came, great, place"
0.022,"back, came, really"
0.021,"came, good, really"
0.02,"came, food, really"
0.039,"flavor, place"
0.035,"flavor, good"
0.033,"flavor, food"
0.027,"back, flavor"
0.026,"flavor, time"
0.023,"flavor, would"
0.023,"flavor, one"
0.021,"flavor, little"
0.029,"flavor, service"
0.025,"flavor, great"
0.024,"also, flavor"
0.02,"flavor, ordered"
0.022,"first, flavor"
0.021,"flavor, good, place"
0.02,"flavor, food, place"
0.02,"flavor, place, time"
0.039,"dish, food"
0.034,"dish, good"
0.029,"dish, place"
0.023,"dish, restaurant"
0.023,"dish, one"
0.02,"dish, would"
0.028,"dish, service"
0.025,"dish, like"
0.022,"dish, get"
0.021,"dish, food, good"
0.022,"dish, food, service"
0.024,"place, tried"
0.023,"time, tried"
0.023,"good, tried"
0.021,"food, tried"
0.021,"great, tried"
0.02,"like, tried"
0.02,"get, tried"
0.02,"enjoy, good"
0.022,"bread, place"
0.026,"bread, good"
0.021,"bread, food"
0.024,"food, waitress"
0.021,"huge, place"
0.02,"good, huge"
0.045,"dont, get"
0.036,"back, dont"
0.022,"dont, little"
0.041,"dont, one"
0.04,"dont, great"
0.034,"also, dont"
0.028,"dont, got"
0.028,"dont, love"
0.027,"dont, well"
0.023,"dont, make"
0.062,"dont, place"
0.05,"dont, like"
0.049,"dont, good"
0.038,"dont, would"
0.029,"dont, even"
0.046,"dont, time"
0.042,"dont, go"
0.021,"come, dont"
0.04,"dont, food"
0.025,"dont, nice"
0.033,"dont, service"
0.038,"dont, really"
0.025,"dont, restaurant"
0.02,"dont, try"
0.029,"dont, get, place"
0.025,"dont, get, time"
0.024,"dont, get, like"
0.02,"back, dont, place"
0.022,"dont, get, one"
0.027,"dont, one, place"
0.025,"dont, like, one"
0.02,"dont, one, time"
0.024,"dont, great, place"
0.022,"also, dont, one"
0.022,"also, dont, place"
0.03,"dont, like, place"
0.031,"dont, good, place"
0.029,"dont, good, like"
0.025,"dont, place, would"
0.021,"dont, like, would"
0.02,"dont, good, would"
0.023,"dont, time, would"
0.022,"dont, one, would"
0.02,"dont, go, would"
0.02,"dont, get, would"
0.031,"dont, place, time"
0.024,"dont, like, time"
0.02,"dont, good, time"
0.02,"dont, like, place, time"
0.026,"dont, go, place"
0.024,"dont, get, go"
0.02,"dont, go, time"
0.027,"dont, food, place"
0.02,"dont, food, good"
0.021,"dont, like, really"
0.02,"dont, good, really"
0.027,"dont, place, really"
0.021,"dont, get, really"
0.02,"dont, food, really"
0.02,"dont, really, time"
0.021,"back, let"
0.02,"get, let"
0.035,"good, since"
0.024,"since, went"
0.022,"know, since"
0.021,"since, u"
0.02,"got, since"
0.039,"place, since"
0.037,"great, since"
0.032,"like, since"
0.032,"food, since"
0.031,"back, since"
0.028,"go, since"
0.028,"get, since"
0.028,"one, since"
0.028,"service, since"
0.024,"really, since"
0.023,"also, since"
0.022,"since, thing"
0.022,"come, since"
0.021,"make, since"
0.02,"never, since"
0.02,"im, since"
0.043,"since, time"
0.021,"first, since"
0.021,"since, try"
0.02,"order, since"
0.03,"since, would"
0.023,"much, since"
0.02,"good, since, time"
0.022,"place, since, time"
0.02,"great, place, since"
0.02,"great, since, time"
0.021,"like, since, time"
0.022,"back, since, time"
0.02,"get, since, time"
0.022,"gave, good"
0.021,"gave, place"
0.022,"back, gave"
0.02,"good, wanted"
0.026,"place, wanted"
0.02,"like, wanted"
0.02,"service, wanted"
0.024,"time, wanted"
0.021,"wanted, would"
0.02,"away, one"
0.028,"away, place"
0.02,"away, like"
0.02,"store, time"
0.036,"bit, great"
0.042,"bit, good"
0.037,"bit, like"
0.028,"bit, would"
0.024,"back, bit"
0.023,"bit, service"
0.038,"bit, place"
0.026,"bit, food"
0.024,"bit, one"
0.02,"bit, pretty"
0.028,"bit, time"
0.024,"bit, little"
0.021,"bit, well"
0.024,"bit, get"
0.02,"bit, really"
0.021,"bit, good, like"
0.023,"bit, like, place"
0.024,"bit, good, place"
0.02,"eating, one"
0.02,"eating, good"
0.02,"eating, place"
0.022,"good, tasted"
0.033,"different, place"
0.03,"different, good"
0.029,"different, would"
0.023,"different, like"
0.028,"different, great"
0.027,"back, different"
0.026,"different, service"
0.024,"different, time"
0.024,"different, food"
0.023,"different, one"
0.022,"id, place"
0.02,"almost, good"
0.022,"breakfast, place"
0.023,"breakfast, great"
0.022,"breakfast, good"
0.02,"breakfast, service"
0.02,"parking, place"
0.023,"place, quality"
0.021,"food, quality"
0.021,"good, seemed"
0.02,"like, seemed"
0.021,"place, sit"
0.028,"asked, place"
0.025,"asked, food"
0.023,"asked, back"
0.022,"asked, good"
0.023,"asked, one"
0.023,"asked, service"
0.023,"asked, u"
0.022,"asked, could"
0.022,"asked, time"
0.024,"asked, great"
0.023,"asked, said"
0.023,"asked, would"
0.02,"dry, food"
0.021,"either, good"
0.02,"either, place"
0.027,"food, portion"
0.025,"good, portion"
0.021,"place, portion"
0.02,"place, stop"
0.021,"called, would"
0.026,"new, orleans"
0.021,"good, size"
0.021,"cream, ice"
0.024,"inside, place"
0.023,"good, inside"
0.021,"inside, time"
0.02,"else, food"
0.022,"else, get"
